segment_id,booking_id,flight_number,origin_airport,destination_airport,scheduled_departure,actual_departure,status
273,BKG00011966,GA842,DXB,DPS,2024-04-06 10:23:28,2024-04-06 12:49:28,No-Show
274,BKG00013745,GA491,BKK,SIN,2025-02-08 13:31:49,2025-02-08 15:08:49,Flown
275,BKG00012671,GA143,SYD,DPS,2024-02-23 14:08:26,2024-02-23 17:00:26,Flown
276,BKG00000808,GA987,LHR,SIN,2026-05-22 01:00:06,2026-05-22 03:31:06,Flown
277,BKG00006159,GA551,BKK,MDC,2024-02-09 04:33:05,2024-02-09 05:17:05,Flown
278,BKG00005102,GA967,SIN,KUL,2025-10-14 04:24:53,2025-10-14 05:19:53,Flown
279,BKG00009154,GA357,LHR,NRT,2023-07-09 08:23:46,2023-07-09 11:08:46,Flown
280,BKG00008516,GA290,SIN,SUB,2025-11-21 16:44:32,2025-11-21 17:02:32,Diverted
281,BKG00010999,GA381,CGK,SUB,2024-04-18 22:09:48,2024-04-18 22:54:48,Flown
282,BKG00012077,GA873,NRT,MDC,2025-04-30 08:24:23,2025-04-30 09:39:23,Flown
283,BKG00001858,GA597,SIN,SYD,2024-12-12 16:01:40,2024-12-12 18:46:40,Flown
284,BKG00003460,GA181,NRT,DPS,2023-10-01 12:55:18,2023-10-01 12:58:18,Flown
285,BKG00004612,GA546,PLM,SIN,2024-07-01 06:12:03,2024-07-01 07:43:03,Flown
286,BKG00004371,GA586,SUB,DXB,2023-10-22 22:20:59,2023-10-23 00:18:59,Flown
287,BKG00014844,GA757,KUL,SIN,2023-06-10 09:06:36,2023-06-10 11:59:36,Flown
288,BKG00004990,GA458,KUL,BKK,2024-09-29 22:38:07,2024-09-30 00:39:07,Flown
289,BKG00008055,GA734,HKG,SYD,2025-08-26 06:51:09,2025-08-26 09:46:09,Flown
290,BKG00009519,GA588,BDO,KUL,2026-02-04 11:58:59,2026-02-04 14:47:59,Flown
291,BKG00001419,GA569,UPG,DXB,2026-02-09 22:51:19,2026-02-10 01:14:19,Cancelled
292,BKG00006828,GA168,BKK,DXB,2026-03-14 23:13:29,2026-03-15 00:18:29,Flown
293,BKG00009649,GA825,BKK,CGK,2025-06-26 13:31:15,2025-06-26 14:57:15,Cancelled
294,BKG00010464,GA834,DPS,LHR,2024-02-02 04:21:36,2024-02-02 05:08:36,Flown
295,BKG00008830,GA980,BDO,SUB,2024-12-13 15:36:49,2024-12-13 15:31:49,Flown
296,BKG00014940,GA309,LHR,NRT,2024-07-14 00:13:06,2024-07-14 03:11:06,No-Show
297,BKG00008467,GA507,SYD,SIN,2024-02-18 14:46:26,2024-02-18 17:27:26,Flown
298,BKG00010819,GA720,LHR,PLM,2025-11-15 00:57:49,2025-11-15 03:05:49,Flown
299,BKG00000343,GA334,UPG,DPS,2023-07-29 21:30:24,2023-07-29 21:24:24,Flown
300,BKG00000991,GA756,PLM,LHR,2025-05-20 00:13:20,2025-05-20 01:27:20,Flown
301,BKG00004285,GA196,CGK,PLM,2024-07-14 02:29:12,2024-07-14 02:54:12,Flown
302,BKG00012032,GA553,SYD,DPS,2024-05-29 08:55:42,2024-05-29 08:55:42,Diverted
303,BKG00013215,GA328,BDO,DXB,2024-05-06 01:52:56,2024-05-06 02:06:56,Flown
304,BKG00004625,GA714,DPS,DXB,2025-08-05 16:59:01,2025-08-05 19:13:01,Flown
305,BKG00011666,GA745,PLM,CGK,2026-01-26 04:19:13,2026-01-26 05:12:13,Flown
306,BKG00001158,GA131,PLM,DXB,2025-12-05 11:22:28,2025-12-05 14:08:28,Flown
307,BKG00009294,GA268,SYD,HKG,2023-12-06 10:54:49,2023-12-06 13:38:49,Flown
308,BKG00004932,GA891,BKK,SIN,2025-01-26 04:38:59,2025-01-26 04:41:59,Flown
309,BKG00007279,GA507,KUL,PLM,2024-09-29 03:29:49,2024-09-29 05:37:49,Flown
310,BKG00007351,GA521,NRT,LHR,2026-02-22 20:59:09,2026-02-22 23:14:09,Flown
311,BKG00014048,GA300,DPS,SUB,2025-01-09 01:04:28,2025-01-09 03:36:28,Flown
312,BKG00012299,GA169,HKG,BDO,2024-02-17 06:26:19,2024-02-17 07:59:19,Diverted
313,BKG00005644,GA858,NRT,MDC,2024-03-21 04:06:45,2024-03-21 04:26:45,Flown
314,BKG00003133,GA800,HKG,KUL,2023-11-27 16:21:40,2023-11-27 18:51:40,Flown
315,BKG00009444,GA988,KUL,DXB,2025-11-15 20:43:28,2025-11-15 23:17:28,Flown
316,BKG00001088,GA282,LHR,BDO,2024-04-02 15:16:43,2024-04-02 16:08:43,Flown
317,BKG00008517,GA884,DXB,CGK,2025-11-16 03:59:57,2025-11-16 03:57:57,Flown
318,BKG00000783,GA897,DXB,CGK,2026-01-08 10:13:42,2026-01-08 11:22:42,Flown
319,BKG00011099,GA561,DPS,BDO,2024-01-18 08:20:07,2024-01-18 08:36:07,Flown
320,BKG00003004,GA349,PLM,SYD,2023-05-26 05:27:05,2023-05-26 06:21:05,Flown
321,BKG00001272,GA309,NRT,MDC,2023-09-05 23:18:47,2023-09-06 00:03:47,Flown
322,BKG00001026,GA399,HKG,DPS,2024-10-20 10:51:46,2024-10-20 12:00:46,Cancelled
323,BKG00009378,GA593,SIN,SUB,2023-08-17 04:17:33,2023-08-17 06:18:33,Flown
324,BKG00012446,GA591,PLM,DPS,2026-02-06 11:36:17,2026-02-06 11:45:17,Flown
325,BKG00013347,GA851,SIN,HKG,2026-05-13 08:17:58,2026-05-13 10:55:58,Flown
326,BKG00010516,GA724,UPG,SYD,2024-07-08 18:15:25,2024-07-08 18:41:25,Flown
327,BKG00008111,GA239,CGK,DXB,2023-09-30 12:21:00,2023-09-30 12:37:00,Flown
328,BKG00001326,GA825,UPG,BKK,2023-12-22 23:55:35,2023-12-23 00:19:35,Flown
329,BKG00000325,GA849,SUB,KUL,2026-04-28 05:48:05,2026-04-28 07:04:05,Cancelled
330,BKG00003866,GA182,HKG,BKK,2023-10-14 00:32:14,2023-10-14 02:09:14,Flown
331,BKG00010854,GA987,UPG,NRT,2024-11-03 02:24:46,2024-11-03 02:29:46,Flown
332,BKG00013378,GA182,UPG,HKG,2023-06-29 11:28:25,2023-06-29 12:57:25,Flown
333,BKG00010374,GA426,PLM,SYD,2025-02-15 03:00:53,2025-02-15 05:34:53,Flown
334,BKG00007888,GA194,PLM,SIN,2025-09-17 15:50:08,2025-09-17 16:23:08,Flown
335,BKG00005185,GA806,SIN,CGK,2024-08-08 13:17:30,2024-08-08 14:55:30,Flown
336,BKG00007142,GA266,NRT,PLM,2025-11-04 11:04:05,2025-11-04 13:03:05,Flown
337,BKG00007237,GA623,DXB,LHR,2025-10-13 05:21:31,2025-10-13 06:05:31,Flown
338,BKG00001582,GA792,SYD,SIN,2024-01-26 08:58:42,2024-01-26 10:46:42,Cancelled
339,BKG00001079,GA689,SIN,SUB,2026-05-09 05:17:22,2026-05-09 05:52:22,Flown
340,BKG00010744,GA992,MDC,DXB,2026-02-23 22:10:11,2026-02-24 00:57:11,Flown
341,BKG00011818,GA860,SUB,KUL,2026-03-22 15:34:06,2026-03-22 17:01:06,Flown
342,BKG00010436,GA111,HKG,DXB,2023-10-27 17:24:05,2023-10-27 19:19:05,Flown
343,BKG00009461,GA982,DPS,NRT,2024-09-16 19:16:08,2024-09-16 20:58:08,Flown
344,BKG00005015,GA444,DPS,SYD,2025-11-14 07:53:39,2025-11-14 08:53:39,Flown
345,BKG00003211,GA100,KUL,DXB,2024-12-24 11:19:53,2024-12-24 12:23:53,Flown
346,BKG00008931,GA608,CGK,UPG,2023-11-25 21:57:13,2023-11-26 00:22:13,Flown
347,BKG00012831,GA393,SYD,CGK,2024-03-11 23:32:19,2024-03-12 01:09:19,Flown
348,BKG00005039,GA855,BDO,DXB,2025-12-02 01:21:12,2025-12-02 03:35:12,Flown
349,BKG00006793,GA655,HKG,LHR,2024-07-10 15:47:58,2024-07-10 17:55:58,Flown
350,BKG00009848,GA766,LHR,DXB,2026-02-13 11:56:01,2026-02-13 13:03:01,Flown
351,BKG00011638,GA298,NRT,UPG,2024-02-25 04:51:18,2024-02-25 07:15:18,Flown
352,BKG00009525,GA244,CGK,UPG,2024-01-23 05:37:05,2024-01-23 08:31:05,Flown
353,BKG00008212,GA582,KUL,DXB,2025-02-15 20:25:57,2025-02-15 21:58:57,Flown
354,BKG00006014,GA481,HKG,MDC,2025-03-02 16:37:31,2025-03-02 18:27:31,No-Show
355,BKG00008705,GA476,NRT,LHR,2025-11-02 23:29:14,2025-11-03 01:24:14,Flown
356,BKG00011554,GA810,UPG,PLM,2026-04-23 23:44:33,2026-04-24 01:37:33,Cancelled
357,BKG00000070,GA693,DXB,BDO,2026-02-27 13:07:53,2026-02-27 13:51:53,Flown
358,BKG00003361,GA118,NRT,PLM,2023-11-14 07:37:02,2023-11-14 08:40:02,Cancelled
359,BKG00002460,GA277,SUB,UPG,2025-11-10 09:16:24,2025-11-10 09:39:24,Flown
360,BKG00004239,GA177,SIN,BDO,2025-07-13 20:43:28,2025-07-13 20:37:28,Flown
361,BKG00012329,GA344,PLM,SIN,2025-02-10 00:47:25,2025-02-10 01:55:25,Flown
362,BKG00009372,GA387,BDO,SYD,2024-02-10 23:15:36,2024-02-10 23:05:36,Flown
363,BKG00010599,GA759,BDO,PLM,2025-02-26 12:59:57,2025-02-26 15:58:57,Flown
364,BKG00002469,GA775,SUB,BDO,2024-06-27 21:10:38,2024-06-27 23:25:38,No-Show
365,BKG00013238,GA773,PLM,DPS,2023-06-10 02:57:50,2023-06-10 03:24:50,Flown
366,BKG00003301,GA668,SIN,PLM,2024-10-21 04:06:48,2024-10-21 03:56:48,Flown
367,BKG00007886,GA171,HKG,KUL,2026-03-07 02:44:27,2026-03-07 02:49:27,Flown
368,BKG00008612,GA891,DPS,BDO,2026-04-07 03:21:42,2026-04-07 04:31:42,Flown
369,BKG00004471,GA215,KUL,NRT,2025-12-25 21:03:20,2025-12-25 22:42:20,Flown
370,BKG00009795,GA717,HKG,BKK,2023-12-23 14:17:52,2023-12-23 15:08:52,Flown
371,BKG00004008,GA773,BKK,SIN,2025-08-01 12:09:13,2025-08-01 14:33:13,Flown
372,BKG00003668,GA873,SYD,LHR,2024-02-12 15:56:08,2024-02-12 18:29:08,Flown
373,BKG00008282,GA300,SYD,MDC,2025-02-19 23:38:51,2025-02-20 00:30:51,Flown
374,BKG00009076,GA624,KUL,SIN,2024-10-19 12:00:23,2024-10-19 13:39:23,Flown
375,BKG00008553,GA694,NRT,LHR,2024-09-22 23:23:31,2024-09-23 00:55:31,Flown
376,BKG00002012,GA558,DPS,PLM,2023-08-02 16:36:28,2023-08-02 18:37:28,Flown
377,BKG00008824,GA204,LHR,NRT,2026-03-12 13:12:05,2026-03-12 14:53:05,Cancelled
378,BKG00012170,GA245,PLM,BDO,2025-10-19 04:26:51,2025-10-19 05:02:51,Flown
379,BKG00009883,GA953,CGK,KUL,2024-05-28 06:08:48,2024-05-28 08:40:48,Flown
380,BKG00008904,GA602,BKK,MDC,2024-07-29 07:05:32,2024-07-29 08:57:32,Flown
381,BKG00001868,GA693,HKG,BDO,2025-08-05 17:22:30,2025-08-05 17:46:30,Flown
382,BKG00004189,GA711,CGK,SIN,2025-08-17 15:29:05,2025-08-17 17:31:05,Flown
383,BKG00004741,GA280,HKG,MDC,2024-01-05 05:24:22,2024-01-05 06:07:22,Flown
384,BKG00011874,GA459,LHR,SYD,2025-06-07 15:35:27,2025-06-07 18:02:27,Flown
385,BKG00011791,GA257,PLM,KUL,2023-11-18 07:18:22,2023-11-18 07:47:22,Flown
386,BKG00008759,GA190,HKG,PLM,2025-07-20 18:09:58,2025-07-20 18:46:58,Cancelled
387,BKG00007486,GA858,SIN,PLM,2024-09-21 01:06:47,2024-09-21 02:48:47,Diverted
388,BKG00013982,GA523,SYD,LHR,2025-02-13 21:46:19,2025-02-13 23:53:19,No-Show
389,BKG00011489,GA716,HKG,SYD,2026-01-26 14:02:02,2026-01-26 14:50:02,Flown
390,BKG00000744,GA467,KUL,SUB,2025-07-02 02:28:41,2025-07-02 04:53:41,Flown
391,BKG00008215,GA906,SIN,UPG,2023-08-19 06:36:42,2023-08-19 08:16:42,Flown
392,BKG00000541,GA470,BKK,MDC,2025-07-01 18:31:05,2025-07-01 19:16:05,Flown
393,BKG00010955,GA534,SIN,UPG,2026-03-15 05:16:21,2026-03-15 05:16:21,Flown
394,BKG00001923,GA156,UPG,DPS,2024-01-05 23:49:53,2024-01-06 01:18:53,Flown
395,BKG00009112,GA809,MDC,DPS,2025-04-16 19:44:26,2025-04-16 20:45:26,Flown
396,BKG00001781,GA640,MDC,SIN,2024-01-15 18:09:48,2024-01-15 19:28:48,Flown
397,BKG00010062,GA649,SYD,BKK,2025-12-19 00:11:29,2025-12-19 00:29:29,Flown
398,BKG00003465,GA244,SYD,PLM,2025-06-18 11:48:14,2025-06-18 11:58:14,Flown
399,BKG00005970,GA583,CGK,SIN,2024-09-17 02:18:34,2024-09-17 03:08:34,Flown
400,BKG00009821,GA663,SIN,PLM,2026-03-04 06:57:08,2026-03-04 07:39:08,Flown
401,BKG00010822,GA816,SYD,DPS,2024-08-18 08:16:30,2024-08-18 09:47:30,Flown
402,BKG00002292,GA666,CGK,SUB,2023-08-20 11:23:37,2023-08-20 13:12:37,Cancelled
403,BKG00008326,GA763,NRT,UPG,2023-09-19 07:14:49,2023-09-19 08:02:49,Flown
404,BKG00000443,GA692,BDO,BKK,2024-02-22 13:49:28,2024-02-22 13:41:28,Flown
405,BKG00007106,GA803,BKK,KUL,2026-04-02 04:32:19,2026-04-02 06:11:19,Cancelled
406,BKG00004387,GA760,BKK,DPS,2023-09-08 22:43:48,2023-09-09 01:31:48,Flown
407,BKG00005354,GA166,BDO,SYD,2025-03-30 08:54:03,2025-03-30 08:48:03,Flown
408,BKG00008245,GA873,BKK,CGK,2023-08-31 17:04:06,2023-08-31 18:13:06,Flown
409,BKG00009951,GA599,MDC,PLM,2023-06-09 21:00:48,2023-06-09 23:54:48,Flown
410,BKG00013023,GA429,MDC,DXB,2025-02-01 04:59:10,2025-02-01 06:02:10,Flown
411,BKG00010136,GA678,PLM,DXB,2023-06-22 12:28:55,2023-06-22 13:33:55,Flown
412,BKG00008184,GA838,NRT,CGK,2026-04-13 19:49:48,2026-04-13 21:43:48,Cancelled
413,BKG00007480,GA245,BKK,NRT,2025-03-28 18:47:47,2025-03-28 20:30:47,Flown
414,BKG00005038,GA991,DPS,SYD,2024-11-07 13:58:14,2024-11-07 15:37:14,Cancelled
415,BKG00012390,GA431,NRT,HKG,2024-11-09 03:21:51,2024-11-09 03:32:51,Cancelled
416,BKG00002421,GA608,MDC,CGK,2025-09-04 02:32:40,2025-09-04 02:24:40,Flown
417,BKG00012160,GA161,SIN,LHR,2025-11-26 19:11:57,2025-11-26 20:34:57,Flown
418,BKG00013189,GA994,SIN,DXB,2026-04-16 18:16:36,2026-04-16 19:53:36,Diverted
419,BKG00007159,GA810,BKK,SIN,2025-08-17 15:23:51,2025-08-17 18:10:51,Flown
420,BKG00000635,GA426,LHR,KUL,2025-07-28 05:20:04,2025-07-28 08:07:04,Flown
421,BKG00006183,GA764,BDO,MDC,2024-07-31 22:33:27,2024-08-01 00:44:27,Flown
422,BKG00008450,GA993,CGK,DPS,2023-06-01 03:54:03,2023-06-01 05:35:03,Flown
423,BKG00005604,GA993,SYD,CGK,2025-01-10 14:12:36,2025-01-10 16:09:36,Flown
424,BKG00014069,GA888,CGK,SIN,2025-10-31 21:21:11,2025-10-31 23:47:11,Cancelled
425,BKG00005996,GA642,HKG,SUB,2026-03-07 09:27:35,2026-03-07 10:46:35,Cancelled
426,BKG00014199,GA699,BDO,HKG,2024-07-24 03:40:39,2024-07-24 04:26:39,Cancelled
427,BKG00014199,GA364,DPS,DXB,2024-01-22 12:41:36,2024-01-22 13:07:36,Flown
428,BKG00002994,GA317,BDO,SIN,2024-02-12 05:43:02,2024-02-12 06:59:02,Flown
429,BKG00008784,GA729,SUB,BDO,2023-09-18 03:42:07,2023-09-18 06:42:07,Flown
430,BKG00010190,GA920,SYD,SUB,2025-08-31 22:05:30,2025-08-31 22:43:30,Flown
431,BKG00001400,GA557,BKK,BDO,2023-09-24 05:33:50,2023-09-24 08:10:50,Flown
432,BKG00000849,GA344,BKK,MDC,2024-05-09 04:49:44,2024-05-09 05:32:44,Flown
433,BKG00005360,GA701,BDO,SIN,2024-06-23 11:33:28,2024-06-23 13:52:28,Cancelled
434,BKG00012092,GA775,SIN,CGK,2023-09-01 21:41:46,2023-09-01 23:00:46,Flown
435,BKG00011607,GA166,PLM,HKG,2023-06-12 14:47:59,2023-06-12 16:11:59,Flown
436,BKG00006738,GA214,PLM,DXB,2024-10-10 02:15:46,2024-10-10 02:58:46,Flown
437,BKG00008502,GA972,SUB,LHR,2025-12-09 20:13:30,2025-12-09 20:38:30,Flown
438,BKG00010619,GA215,CGK,SYD,2025-06-25 00:34:25,2025-06-25 02:32:25,Flown
439,BKG00011254,GA484,LHR,MDC,2023-07-04 18:48:10,2023-07-04 18:44:10,Flown
440,BKG00002381,GA170,BKK,MDC,2025-08-27 02:42:00,2025-08-27 04:47:00,Flown
441,BKG00014569,GA924,DPS,BKK,2025-08-23 09:48:42,2025-08-23 11:30:42,Flown
442,BKG00014563,GA678,BKK,LHR,2023-09-23 16:02:58,2023-09-23 18:20:58,Flown
443,BKG00000122,GA899,KUL,HKG,2024-02-15 18:07:46,2024-02-15 18:57:46,Flown
444,BKG00005909,GA247,KUL,UPG,2024-04-29 02:36:00,2024-04-29 02:40:00,Flown
445,BKG00006281,GA985,BDO,CGK,2026-02-05 14:23:17,2026-02-05 15:35:17,Flown
446,BKG00001751,GA684,DXB,MDC,2025-02-21 18:21:12,2025-02-21 21:21:12,Flown
447,BKG00004304,GA818,HKG,PLM,2024-03-08 17:35:25,2024-03-08 17:38:25,Flown
448,BKG00009294,GA531,BDO,SYD,2026-04-01 08:52:17,2026-04-01 10:57:17,Flown
449,BKG00008978,GA378,BKK,KUL,2024-08-25 20:15:38,2024-08-25 20:22:38,Flown
450,BKG00008907,GA949,CGK,HKG,2024-12-06 03:12:16,2024-12-06 04:03:16,Flown
451,BKG00010195,GA889,UPG,KUL,2023-12-13 03:24:58,2023-12-13 03:31:58,Flown
452,BKG00011262,GA481,SIN,NRT,2025-04-23 11:10:29,2025-04-23 11:13:29,Flown
453,BKG00007733,GA137,SIN,UPG,2025-03-30 00:06:33,2025-03-30 02:11:33,Flown
454,BKG00000450,GA978,PLM,DPS,2023-09-08 12:32:31,2023-09-08 13:19:31,Flown
455,BKG00006431,GA106,NRT,CGK,2023-06-21 12:24:13,2023-06-21 13:49:13,Flown
456,BKG00006412,GA992,UPG,BDO,2025-01-27 18:25:08,2025-01-27 20:55:08,Flown
457,BKG00002270,GA960,CGK,DXB,2026-02-27 04:39:10,2026-02-27 04:53:10,Cancelled
458,BKG00003624,GA442,SYD,HKG,2024-10-17 03:18:37,2024-10-17 06:13:37,Flown
459,BKG00014087,GA485,PLM,NRT,2023-07-10 10:34:28,2023-07-10 11:59:28,Flown
460,BKG00000477,GA457,CGK,DXB,2026-04-05 17:01:19,2026-04-05 18:23:19,Flown
461,BKG00010550,GA481,LHR,KUL,2025-08-06 20:26:19,2025-08-06 21:48:19,Flown
462,BKG00008812,GA688,PLM,BDO,2025-06-29 14:43:33,2025-06-29 16:37:33,Flown
463,BKG00011462,GA354,SYD,SIN,2023-12-18 05:17:43,2023-12-18 07:33:43,Flown
464,BKG00007988,GA372,DXB,BKK,2025-08-09 22:45:36,2025-08-09 23:53:36,Flown
465,BKG00000683,GA821,DPS,HKG,2023-08-22 08:24:56,2023-08-22 10:45:56,Flown
466,BKG00011369,GA909,LHR,DPS,2023-05-28 22:04:42,2023-05-28 22:15:42,Flown
467,BKG00013239,GA967,BKK,SYD,2025-10-14 00:15:31,2025-10-14 01:44:31,Flown
468,BKG00007465,GA532,SUB,CGK,2025-08-17 04:36:58,2025-08-17 05:01:58,Cancelled
469,BKG00014898,GA882,UPG,KUL,2026-05-17 11:25:28,2026-05-17 11:33:28,Flown
470,BKG00011069,GA767,UPG,DPS,2024-04-16 22:38:25,2024-04-16 23:32:25,Flown
471,BKG00013327,GA747,SUB,DPS,2025-11-28 12:42:44,2025-11-28 12:51:44,Flown
472,BKG00006825,GA880,DPS,SIN,2026-01-19 13:12:38,2026-01-19 15:47:38,Flown
473,BKG00003149,GA747,MDC,KUL,2024-03-22 06:48:17,2024-03-22 08:33:17,Cancelled
474,BKG00014030,GA907,SUB,LHR,2024-08-23 14:54:44,2024-08-23 15:40:44,Flown
475,BKG00001602,GA369,BKK,KUL,2026-03-16 19:31:37,2026-03-16 20:23:37,Flown
476,BKG00008750,GA886,DPS,UPG,2024-08-24 06:24:07,2024-08-24 08:19:07,Flown
477,BKG00003554,GA919,MDC,BDO,2026-05-01 15:15:53,2026-05-01 16:43:53,Flown
478,BKG00007258,GA370,DXB,DPS,2025-06-06 07:37:46,2025-06-06 09:38:46,Flown
479,BKG00005242,GA513,SYD,BDO,2024-03-10 10:51:19,2024-03-10 12:27:19,No-Show
480,BKG00006782,GA878,DXB,KUL,2025-12-12 16:49:36,2025-12-12 18:19:36,Flown
481,BKG00009074,GA141,NRT,HKG,2026-05-06 11:55:16,2026-05-06 13:10:16,Flown
482,BKG00009434,GA773,NRT,BDO,2025-11-06 15:10:35,2025-11-06 17:22:35,Flown
483,BKG00008921,GA218,DXB,NRT,2026-01-11 10:42:56,2026-01-11 11:27:56,Flown
484,BKG00014957,GA194,LHR,BDO,2024-01-15 07:29:57,2024-01-15 07:32:57,Flown
485,BKG00008905,GA804,UPG,MDC,2024-03-28 20:44:19,2024-03-28 23:29:19,Flown
486,BKG00001746,GA673,BDO,KUL,2024-04-01 09:44:36,2024-04-01 11:52:36,Flown
487,BKG00014923,GA829,SIN,KUL,2024-10-21 23:20:01,2024-10-22 01:48:01,Flown
488,BKG00013093,GA388,BKK,SYD,2024-03-30 00:16:11,2024-03-30 00:33:11,Flown
489,BKG00005695,GA785,KUL,DXB,2025-01-12 22:16:21,2025-01-12 22:35:21,Flown
490,BKG00004833,GA377,HKG,LHR,2024-07-06 08:12:30,2024-07-06 08:31:30,Flown
491,BKG00009731,GA449,SUB,HKG,2024-05-25 11:43:41,2024-05-25 14:21:41,Flown
492,BKG00000062,GA988,SIN,SUB,2025-08-10 22:26:46,2025-08-10 22:25:46,Flown
493,BKG00013819,GA244,DXB,BDO,2025-02-26 04:49:07,2025-02-26 06:25:07,Cancelled
494,BKG00009066,GA470,PLM,SIN,2023-10-08 04:53:51,2023-10-08 07:00:51,Flown
495,BKG00005449,GA340,SYD,BDO,2023-07-25 03:14:50,2023-07-25 05:54:50,Flown
496,BKG00003602,GA609,HKG,NRT,2024-06-04 16:57:28,2024-06-04 18:29:28,Cancelled
497,BKG00005908,GA718,SIN,PLM,2024-02-02 10:30:33,2024-02-02 12:10:33,Flown
498,BKG00000747,GA272,BDO,HKG,2024-03-01 02:51:49,2024-03-01 05:14:49,Flown
499,BKG00003818,GA921,UPG,BDO,2024-10-11 23:22:35,2024-10-11 23:45:35,Flown
500,BKG00003024,GA490,LHR,PLM,2025-02-20 05:21:15,2025-02-20 05:57:15,Flown
501,BKG00010059,GA761,UPG,BKK,2024-08-26 23:35:35,2024-08-27 00:44:35,Flown
502,BKG00005113,GA494,HKG,PLM,2025-08-06 08:03:29,2025-08-06 08:17:29,Cancelled
503,BKG00006618,GA323,KUL,BKK,2026-05-24 01:32:35,2026-05-24 02:21:35,Flown
504,BKG00006129,GA869,KUL,CGK,2024-04-07 15:49:29,2024-04-07 18:27:29,Flown
505,BKG00001345,GA745,SUB,NRT,2025-02-04 09:55:44,2025-02-04 11:17:44,Flown
506,BKG00007062,GA216,HKG,MDC,2025-08-27 06:52:53,2025-08-27 08:10:53,Flown
507,BKG00007949,GA618,SIN,CGK,2024-07-29 05:09:21,2024-07-29 05:40:21,Flown
508,BKG00007476,GA950,MDC,BDO,2024-04-26 02:58:50,2024-04-26 04:06:50,Flown
509,BKG00012258,GA279,MDC,KUL,2025-06-08 12:49:52,2025-06-08 13:22:52,Flown
510,BKG00007907,GA881,BKK,LHR,2023-09-16 04:03:55,2023-09-16 04:21:55,Flown
511,BKG00009136,GA264,BKK,SYD,2026-04-30 05:18:19,2026-04-30 06:52:19,Cancelled
512,BKG00005589,GA782,BDO,BKK,2025-03-21 10:50:19,2025-03-21 12:59:19,No-Show
513,BKG00010839,GA301,DXB,LHR,2024-08-16 06:25:30,2024-08-16 07:24:30,Flown
514,BKG00011407,GA797,HKG,SYD,2023-07-22 04:19:46,2023-07-22 05:29:46,Flown
515,BKG00007331,GA414,UPG,CGK,2025-01-24 13:29:32,2025-01-24 15:34:32,Flown
516,BKG00003200,GA724,CGK,DXB,2026-03-08 10:07:34,2026-03-08 11:52:34,Flown
517,BKG00001710,GA863,BKK,NRT,2023-09-17 14:14:43,2023-09-17 15:51:43,Flown
518,BKG00007948,GA703,PLM,BDO,2023-12-07 13:44:27,2023-12-07 15:26:27,Flown
519,BKG00002044,GA618,LHR,CGK,2025-11-04 03:10:56,2025-11-04 04:38:56,Cancelled
520,BKG00002447,GA436,NRT,UPG,2024-06-22 02:41:21,2024-06-22 03:38:21,Flown
521,BKG00005182,GA366,KUL,CGK,2024-11-18 16:28:42,2024-11-18 18:50:42,Flown
522,BKG00002066,GA396,SUB,HKG,2023-11-19 19:18:04,2023-11-19 21:57:04,Flown
523,BKG00007078,GA342,DXB,DPS,2023-05-26 02:17:51,2023-05-26 04:18:51,Flown
524,BKG00006979,GA965,UPG,CGK,2024-11-24 17:34:11,2024-11-24 17:41:11,Flown
525,BKG00014595,GA951,HKG,SIN,2024-11-02 07:31:07,2024-11-02 07:33:07,Flown
526,BKG00014912,GA220,PLM,UPG,2023-10-27 00:27:01,2023-10-27 02:52:01,Flown
527,BKG00008066,GA805,BDO,MDC,2025-05-20 16:52:31,2025-05-20 17:44:31,No-Show
528,BKG00001579,GA938,LHR,DPS,2025-06-14 08:08:21,2025-06-14 08:03:21,Flown
529,BKG00007134,GA789,BKK,SUB,2026-02-23 04:36:05,2026-02-23 05:36:05,Flown
530,BKG00005746,GA585,HKG,UPG,2024-10-18 11:35:07,2024-10-18 11:44:07,Flown
531,BKG00004426,GA107,SIN,PLM,2025-06-26 05:04:54,2025-06-26 07:06:54,Flown
532,BKG00001175,GA744,SUB,UPG,2024-10-24 06:08:08,2024-10-24 07:06:08,Flown
533,BKG00000095,GA598,SUB,CGK,2024-01-02 02:03:12,2024-01-02 04:31:12,Flown
534,BKG00001674,GA772,BDO,KUL,2024-11-22 08:40:42,2024-11-22 11:14:42,No-Show
535,BKG00005106,GA696,DXB,BDO,2023-11-13 11:38:38,2023-11-13 11:54:38,Flown
536,BKG00010675,GA467,UPG,HKG,2024-10-19 14:10:13,2024-10-19 16:56:13,Flown
537,BKG00007969,GA978,SYD,MDC,2025-03-31 09:12:14,2025-03-31 11:20:14,Flown
538,BKG00002865,GA709,KUL,CGK,2024-12-23 16:06:02,2024-12-23 17:55:02,Flown
539,BKG00000813,GA647,NRT,SUB,2026-01-25 23:16:54,2026-01-26 01:18:54,Flown
540,BKG00014499,GA170,DXB,KUL,2025-03-18 00:53:24,2025-03-18 02:55:24,Flown
541,BKG00002293,GA978,KUL,UPG,2023-09-03 08:20:04,2023-09-03 10:25:04,Flown
542,BKG00014506,GA123,DPS,UPG,2025-08-18 01:38:54,2025-08-18 04:14:54,Flown
543,BKG00000287,GA906,BKK,CGK,2024-01-15 02:01:49,2024-01-15 03:47:49,Flown
544,BKG00004109,GA448,DXB,PLM,2024-01-21 18:03:15,2024-01-21 19:03:15,Flown
