guest_id,customer_key,loyalty_tier,preferred_room_type,special_requests,created_at,updated_at
CUS0000297,324,GOLD,DLX,King bed,2021-10-29 23:03:23,2026-01-29 21:45:23
CUS0000298,325,BLUE,STD,King bed,2021-12-20 05:07:28,2025-09-07 16:38:57
CUS0000299,326,BLUE,SUP,,2022-03-09 04:10:06,2022-03-09 04:10:06
CUS0000300,327,BLUE,DLX,King bed,2022-12-18 00:27:52,2022-12-18 00:27:52
CUS0000301,328,BLUE,STD,,2022-03-25 15:02:37,2024-03-25 18:52:48
CUS0000302,330,BLUE,SUP,Non-smoking,2023-08-11 04:53:40,2024-12-16 22:54:13
CUS0000303,331,BLUE,STD,High floor,2021-10-22 20:08:37,2024-11-20 10:20:28
CUS0000304,332,BLUE,STD,King bed,2022-10-17 04:26:12,2026-05-15 05:57:19
CUS0000305,333,SILVER,EXE,King bed,2022-07-03 04:05:22,2024-11-24 14:59:10
CUS0000306,334,BLUE,DLX,,2022-09-11 01:10:38,2022-09-11 01:10:38
CUS0000307,335,BLUE,STD,,2022-03-18 12:03:19,2025-05-11 18:43:28
CUS0000308,336,BLUE,DLX,High floor,2022-06-20 00:12:35,2022-06-20 00:12:35
CUS0000309,337,SILVER,STD,,2023-05-26 21:12:04,2026-05-07 14:48:15
CUS0000310,338,BLUE,EXE,King bed,2023-04-07 06:24:45,2024-10-08 08:05:04
CUS0000311,339,BLUE,SUP,,2022-03-10 10:36:15,2022-03-10 10:36:15
CUS0000312,340,BLUE,SUP,,2023-01-24 18:18:04,2023-01-24 18:18:04
CUS0000313,342,BLUE,STD,Near elevator,2023-04-10 17:15:00,2023-04-10 17:15:00
CUS0000314,343,GOLD,STD,Non-smoking,2022-01-09 09:23:05,2022-06-25 07:28:21
CUS0000315,344,BLUE,EXE,,2022-07-01 10:32:06,2025-12-01 14:32:57
CUS0000316,345,BLUE,SUT,Non-smoking,2021-10-30 17:07:58,2022-02-27 17:47:20
CUS0000317,346,BLUE,STD,High floor,2022-05-14 12:45:20,2023-08-27 04:34:36
CUS0000318,347,BLUE,STD,King bed,2023-02-17 00:19:38,2024-04-15 12:42:07
CUS0000319,348,BLUE,SUP,King bed,2021-12-14 01:13:59,2025-10-23 16:29:58
CUS0000320,349,BLUE,DLX,High floor,2021-08-09 01:48:25,2025-06-21 19:21:56
CUS0000321,350,BLUE,STD,Non-smoking,2022-06-19 14:33:14,2022-06-19 14:33:14
CUS0000322,351,SILVER,STD,Near elevator,2022-11-05 12:07:06,2026-03-30 01:54:16
CUS0000323,352,BLUE,EXE,,2023-01-13 18:29:50,2023-12-25 22:51:39
CUS0000324,353,BLUE,SUP,King bed,2023-03-27 05:24:58,2024-05-28 03:30:13
CUS0000325,354,SILVER,SUT,,2022-03-02 02:29:15,2022-12-09 07:42:53
CUS0000326,355,BLUE,SUP,,2022-03-07 10:44:16,2025-04-25 04:59:24
CUS0000327,356,BLUE,STD,,2023-02-08 18:53:30,2023-02-08 18:53:30
CUS0000328,357,BLUE,SUP,,2021-07-07 07:07:30,2021-07-07 07:07:30
CUS0000329,358,BLUE,DLX,,2023-05-23 11:23:15,2024-02-22 14:24:37
CUS0000330,359,SILVER,SUP,High floor,2022-06-13 00:37:44,2022-06-13 00:37:44
CUS0000331,361,BLUE,SUP,King bed,2022-05-20 13:18:02,2022-05-20 13:18:02
CUS0000332,362,SILVER,STD,Non-smoking,2021-08-09 12:15:04,2021-08-30 05:43:57
CUS0000333,363,GOLD,EXE,,2021-12-04 05:17:41,2023-03-02 08:33:16
CUS0000334,364,BLUE,EXE,King bed,2022-05-08 14:35:32,2022-05-08 14:35:32
CUS0000335,365,BLUE,STD,,2022-07-26 22:02:50,2024-05-08 18:16:51
CUS0000336,366,BLUE,STD,,2022-07-22 14:10:35,2024-11-20 19:55:58
CUS0000337,368,BLUE,EXE,Non-smoking,2023-06-14 06:23:52,2023-06-14 06:23:52
CUS0000338,369,GOLD,SUT,Non-smoking,2021-08-26 08:36:35,2021-08-26 08:36:35
CUS0000339,370,BLUE,DLX,Near elevator,2022-01-07 20:10:24,2025-09-20 17:07:14
CUS0000340,371,SILVER,SUP,,2022-05-23 02:43:36,2025-06-04 07:05:21
CUS0000341,372,BLUE,SUT,,2023-02-23 17:41:10,2023-09-05 04:07:21
CUS0000342,373,GOLD,SUT,Near elevator,2022-05-31 18:57:09,2022-06-08 06:41:27
CUS0000343,374,BLUE,SUP,,2023-03-28 09:31:48,2025-09-04 13:46:00
CUS0000344,375,BLUE,EXE,,2021-07-01 07:35:08,2023-05-02 17:01:42
CUS0000345,376,BLUE,DLX,King bed,2021-07-12 07:55:41,2022-04-12 02:41:14
CUS0000346,377,BLUE,DLX,High floor,2022-11-19 22:07:45,2025-04-30 01:14:33
CUS0000347,378,PLATINUM,STD,,2022-02-21 19:18:19,2022-02-21 19:18:19
CUS0000348,380,BLUE,DLX,King bed,2023-10-31 03:14:12,2024-03-10 23:45:40
CUS0000349,381,BLUE,DLX,,2022-07-09 21:25:18,2023-06-09 04:12:15
CUS0000350,382,GOLD,SUP,King bed,2022-10-23 03:20:15,2023-11-24 07:05:32
CUS0000351,383,BLUE,STD,Non-smoking,2022-03-08 20:25:01,2026-02-05 05:59:59
CUS0000352,384,BLUE,EXE,Non-smoking,2022-07-07 07:11:47,2022-07-07 07:11:47
CUS0000353,385,BLUE,DLX,Non-smoking,2023-01-15 01:27:36,2023-01-15 01:27:36
CUS0000354,386,GOLD,SUP,,2022-09-05 07:24:01,2023-12-30 08:57:16
CUS0000355,387,BLUE,SUT,Non-smoking,2022-03-14 22:39:31,2022-03-14 22:39:31
CUS0000356,388,BLUE,EXE,High floor,2021-06-02 15:06:26,2026-04-14 12:28:32
CUS0000357,389,BLUE,STD,Near elevator,2022-03-01 06:25:16,2022-12-10 05:03:58
CUS0000358,390,BLUE,SUT,,2023-02-06 23:44:20,2023-12-10 14:23:27
CUS0000359,391,BLUE,SUP,High floor,2022-02-23 16:35:13,2022-02-23 16:35:13
CUS0000360,393,SILVER,STD,High floor,2023-09-23 20:14:02,2024-05-13 15:13:59
CUS0000361,394,SILVER,DLX,,2022-04-04 07:43:53,2022-04-04 07:43:53
CUS0000362,395,BLUE,SUP,High floor,2021-12-04 18:02:38,2024-11-28 15:25:01
CUS0000363,396,BLUE,EXE,Near elevator,2022-09-03 13:47:25,2022-09-03 13:47:25
CUS0000364,397,SILVER,DLX,Non-smoking,2023-01-06 21:25:47,2026-04-24 06:24:15
CUS0000365,398,BLUE,EXE,,2021-11-08 17:24:34,2023-08-22 19:08:27
CUS0000366,399,SILVER,SUP,Non-smoking,2021-12-12 11:08:15,2021-12-12 11:08:15
CUS0000367,401,BLUE,DLX,,2023-09-03 14:19:04,2023-09-03 14:19:04
CUS0000368,402,BLUE,STD,Non-smoking,2022-02-22 03:34:00,2024-12-30 17:18:53
CUS0000369,403,GOLD,STD,High floor,2023-04-27 21:14:35,2025-01-11 09:29:38
CUS0000370,404,BLUE,DLX,Non-smoking,2022-05-09 19:54:28,2024-02-02 19:30:37
CUS0000371,405,BLUE,STD,,2021-07-20 11:06:34,2021-07-20 11:06:34
CUS0000372,406,BLUE,EXE,High floor,2021-08-20 06:58:21,2021-08-20 06:58:21
CUS0000373,407,BLUE,SUT,,2021-07-27 18:26:14,2026-04-19 08:01:49
CUS0000374,408,BLUE,SUP,,2021-06-24 09:29:20,2021-11-26 07:24:56
CUS0000375,409,PLATINUM,STD,Near elevator,2023-04-20 06:39:24,2023-05-30 12:09:24
CUS0000376,411,BLUE,STD,High floor,2022-09-19 21:58:37,2023-08-02 03:03:10
CUS0000377,412,BLUE,DLX,,2023-03-06 19:50:16,2025-09-18 13:36:04
CUS0000378,414,BLUE,STD,Non-smoking,2024-05-18 03:27:00,2024-08-05 05:50:01
CUS0000379,415,SILVER,STD,,2023-04-06 01:06:21,2026-04-09 09:50:35
CUS0000380,416,BLUE,SUT,,2021-05-31 16:31:11,2023-10-29 06:36:21
CUS0000381,417,BLUE,EXE,,2022-05-07 14:13:58,2025-02-09 14:06:20
CUS0000382,418,BLUE,STD,High floor,2021-09-22 12:23:17,2022-05-07 07:21:45
CUS0000383,419,BLUE,STD,Near elevator,2023-01-31 07:15:38,2023-01-31 07:15:38
CUS0000384,420,BLUE,SUP,,2021-07-18 20:43:54,2025-03-06 21:42:49
CUS0000385,421,BLUE,SUP,King bed,2022-12-16 18:02:19,2022-12-16 18:02:19
CUS0000386,422,BLUE,STD,Non-smoking,2023-05-18 04:40:53,2023-05-18 04:40:53
CUS0000387,423,SILVER,SUT,Near elevator,2022-05-27 16:32:56,2025-11-07 11:23:41
CUS0000388,424,GOLD,EXE,Non-smoking,2022-11-15 22:32:35,2026-04-21 02:14:23
CUS0000389,426,BLUE,EXE,High floor,2023-03-07 05:31:35,2025-12-16 02:50:56
CUS0000390,427,BLUE,EXE,Non-smoking,2022-11-16 23:54:44,2022-11-16 23:54:44
CUS0000391,428,BLUE,STD,,2021-10-24 00:52:57,2021-10-24 00:52:57
CUS0000392,429,GOLD,SUT,,2021-11-16 01:21:45,2025-02-02 23:17:58
CUS0000393,430,BLUE,EXE,,2023-05-14 02:44:17,2023-05-14 02:44:17
CUS0000394,431,BLUE,DLX,Non-smoking,2021-05-29 04:56:29,2021-05-29 04:56:29
CUS0000395,432,BLUE,EXE,Non-smoking,2022-02-05 16:07:10,2024-03-01 17:56:54
CUS0000396,433,GOLD,SUT,Non-smoking,2022-07-03 03:27:04,2023-12-05 14:21:11
CUS0000397,434,GOLD,DLX,,2022-05-11 20:44:59,2025-03-14 23:17:21
CUS0000398,435,SILVER,EXE,Non-smoking,2022-09-30 13:52:25,2025-01-14 18:08:46
CUS0000399,437,SILVER,DLX,,2023-11-29 13:59:28,2025-10-01 05:19:22
CUS0000400,438,GOLD,EXE,King bed,2023-03-19 21:01:49,2024-04-27 06:04:24
CUS0000401,439,BLUE,SUP,,2022-05-26 00:31:25,2022-09-02 06:48:51
CUS0000402,440,BLUE,DLX,,2023-02-03 13:06:47,2025-12-11 19:19:20
CUS0000403,441,SILVER,STD,,2023-02-28 01:54:15,2025-03-03 19:04:59
CUS0000404,442,SILVER,SUT,High floor,2023-05-01 12:48:11,2023-05-01 12:48:11
CUS0000405,443,SILVER,SUP,,2022-11-07 11:23:01,2024-12-21 21:29:01
CUS0000406,444,BLUE,DLX,,2021-07-19 20:25:24,2025-03-09 02:18:19
CUS0000407,446,SILVER,SUT,,2023-01-31 02:23:48,2024-12-23 04:07:09
CUS0000408,447,BLUE,DLX,High floor,2022-10-07 07:58:50,2023-11-07 09:43:03
CUS0000409,448,BLUE,STD,,2022-03-03 06:52:29,2022-03-03 06:52:29
CUS0000410,449,BLUE,SUP,,2022-08-13 07:35:32,2026-01-16 16:16:31
CUS0000411,450,BLUE,SUT,Near elevator,2021-12-03 07:14:06,2021-12-03 07:14:06
CUS0000412,451,GOLD,DLX,Near elevator,2022-05-17 10:27:50,2022-05-17 10:27:50
CUS0000413,452,BLUE,SUT,Non-smoking,2021-07-19 05:34:31,2024-11-01 10:29:15
CUS0000414,453,SILVER,DLX,,2021-12-07 03:57:35,2024-05-17 21:17:30
CUS0000415,454,BLUE,DLX,Near elevator,2022-06-07 13:13:03,2022-06-07 13:13:03
CUS0000416,455,BLUE,SUT,King bed,2022-08-19 04:38:07,2025-01-09 03:30:21
CUS0000417,456,BLUE,SUP,,2022-03-18 09:35:56,2022-03-18 09:35:56
CUS0000418,457,SILVER,STD,Near elevator,2022-10-03 01:22:21,2024-12-09 08:53:14
CUS0000419,458,BLUE,DLX,High floor,2022-12-21 01:34:34,2023-06-04 21:14:23
CUS0000420,459,SILVER,SUT,,2021-08-18 07:38:03,2023-08-13 05:53:14
CUS0000421,460,GOLD,SUT,,2022-11-27 12:28:52,2023-03-17 13:36:47
CUS0000422,461,PLATINUM,SUP,,2023-01-15 18:19:43,2026-05-18 18:33:49
CUS0000423,462,SILVER,SUP,Near elevator,2023-02-21 08:40:56,2023-02-21 08:40:56
CUS0000424,463,BLUE,SUP,,2022-10-08 18:30:44,2023-07-22 05:51:41
CUS0000425,464,BLUE,EXE,,2021-12-21 02:40:56,2023-03-17 23:58:32
CUS0000426,465,BLUE,SUP,High floor,2022-11-19 07:16:20,2022-11-19 07:16:20
CUS0000427,466,SILVER,SUT,Non-smoking,2023-01-12 04:47:47,2025-11-01 03:59:45
CUS0000428,467,SILVER,EXE,King bed,2021-09-13 02:40:36,2022-11-11 00:04:41
CUS0000429,468,BLUE,EXE,,2022-02-19 23:19:06,2022-02-19 23:19:06
CUS0000430,469,SILVER,EXE,Near elevator,2022-06-13 03:47:34,2024-04-05 08:16:27
CUS0000431,470,BLUE,STD,,2023-03-09 09:51:49,2025-03-24 07:04:05
CUS0000432,472,BLUE,SUT,King bed,2022-06-03 09:11:10,2022-06-03 09:11:10
CUS0000433,473,BLUE,SUP,Near elevator,2023-01-26 23:21:44,2025-07-05 02:41:08
CUS0000434,474,BLUE,STD,,2022-07-08 21:57:42,2022-07-08 21:57:42
CUS0000435,475,BLUE,EXE,,2022-08-02 23:03:52,2022-08-02 23:03:52
CUS0000436,476,SILVER,STD,High floor,2021-08-21 23:13:09,2021-08-21 23:13:09
CUS0000437,477,GOLD,SUP,,2022-02-16 16:25:40,2025-08-20 17:05:40
CUS0000438,478,BLUE,SUT,Near elevator,2022-12-09 08:14:06,2024-11-23 15:26:16
CUS0000439,479,BLUE,SUT,,2023-04-24 04:40:43,2023-04-24 04:40:43
CUS0000440,480,BLUE,DLX,Non-smoking,2022-10-02 16:28:05,2025-07-19 15:25:44
CUS0000441,482,BLUE,EXE,Near elevator,2023-09-13 22:13:49,2024-01-07 18:05:17
CUS0000442,483,GOLD,DLX,,2023-05-12 13:14:52,2025-10-07 19:36:37
CUS0000443,484,BLUE,STD,High floor,2021-08-01 14:34:02,2023-09-22 15:25:38
CUS0000444,485,BLUE,SUP,Near elevator,2022-11-28 03:05:46,2022-11-28 03:05:46
CUS0000445,487,SILVER,SUT,King bed,2023-10-29 06:42:34,2024-04-28 10:38:54
CUS0000446,488,BLUE,SUP,Near elevator,2021-10-10 17:43:37,2024-04-29 10:14:18
CUS0000447,489,BLUE,SUT,High floor,2022-01-30 09:06:59,2026-03-09 00:12:05
CUS0000448,490,BLUE,DLX,,2022-11-04 03:09:54,2023-02-20 11:24:55
CUS0000449,491,BLUE,STD,,2021-08-19 18:47:50,2026-02-11 12:53:13
CUS0000450,492,BLUE,STD,Non-smoking,2022-05-09 11:52:38,2023-05-16 12:02:41
CUS0000451,493,SILVER,DLX,,2022-10-27 08:29:03,2025-02-11 19:10:15
CUS0000452,494,BLUE,STD,,2023-01-20 17:01:00,2024-01-14 15:27:00
CUS0000453,495,BLUE,EXE,,2021-07-03 07:19:11,2021-07-03 07:19:11
CUS0000454,497,BLUE,DLX,,2023-08-23 11:18:29,2024-08-06 20:28:36
CUS0000455,498,SILVER,SUP,,2021-08-28 02:56:02,2021-08-28 02:56:02
CUS0000456,499,GOLD,EXE,,2023-01-24 04:00:11,2023-01-24 04:00:11
CUS0000457,500,BLUE,DLX,,2021-07-14 22:14:13,2021-07-14 22:14:13
CUS0000458,501,GOLD,SUP,,2021-08-04 04:56:12,2022-05-28 08:01:20
CUS0000459,502,BLUE,SUP,King bed,2021-11-04 08:22:21,2022-04-14 08:53:45
CUS0000460,504,SILVER,DLX,,2023-04-09 00:44:23,2024-02-17 06:54:13
CUS0000461,505,SILVER,SUT,,2022-06-12 01:17:11,2023-07-17 10:23:15
CUS0000462,506,BLUE,EXE,Non-smoking,2022-11-23 06:11:13,2025-05-03 04:49:42
CUS0000463,507,BLUE,STD,Near elevator,2021-10-04 04:31:55,2023-02-05 20:22:02
CUS0000464,508,BLUE,SUT,,2023-01-06 03:46:30,2023-07-09 00:14:34
CUS0000465,510,BLUE,SUP,King bed,2023-01-12 16:50:19,2023-08-10 15:42:11
CUS0000466,511,BLUE,DLX,Non-smoking,2022-06-06 17:57:57,2022-06-06 17:57:57
CUS0000467,512,GOLD,DLX,Non-smoking,2022-11-15 11:27:58,2024-03-12 04:16:32
CUS0000468,513,BLUE,STD,,2023-02-03 10:13:39,2025-04-03 03:48:47
CUS0000469,514,SILVER,SUT,,2021-10-16 07:22:53,2021-11-15 21:13:38
CUS0000470,515,BLUE,EXE,Non-smoking,2021-07-22 14:28:32,2021-07-22 14:28:32
CUS0000471,516,BLUE,SUT,,2022-11-19 02:01:22,2022-11-19 02:01:22
CUS0000472,517,BLUE,STD,,2022-05-23 13:50:13,2023-08-13 10:36:58
CUS0000473,518,BLUE,STD,,2022-09-11 01:06:47,2022-09-11 01:06:47
CUS0000474,520,BLUE,EXE,,2022-12-29 22:55:28,2026-01-03 15:12:14
CUS0000475,521,BLUE,SUP,High floor,2022-12-12 23:53:55,2024-02-02 21:47:31
CUS0000476,522,BLUE,EXE,,2023-01-16 13:22:25,2024-03-10 08:14:31
CUS0000477,523,BLUE,DLX,Non-smoking,2022-11-06 13:47:25,2023-01-12 17:45:59
CUS0000478,525,SILVER,EXE,Near elevator,2023-03-25 08:11:26,2026-01-06 12:58:17
CUS0000479,526,BLUE,DLX,,2022-11-07 15:44:29,2024-11-29 04:55:39
CUS0000480,528,BLUE,SUT,Non-smoking,2023-10-10 16:29:33,2023-11-04 01:44:27
CUS0000481,529,BLUE,DLX,King bed,2021-11-30 09:00:58,2025-12-13 22:14:24
CUS0000482,530,BLUE,STD,Near elevator,2022-08-13 11:24:52,2025-08-27 04:07:04
CUS0000483,531,GOLD,DLX,Near elevator,2023-02-16 13:10:47,2023-02-16 13:10:47
CUS0000484,532,BLUE,SUT,High floor,2023-03-09 11:08:25,2024-09-19 01:15:20
CUS0000485,533,BLUE,EXE,,2021-07-20 09:34:42,2021-07-20 09:34:42
CUS0000486,534,BLUE,SUP,,2022-04-04 10:47:23,2022-07-18 23:01:53
CUS0000487,535,SILVER,SUT,,2023-02-14 19:56:28,2025-04-08 03:05:05
CUS0000488,536,SILVER,SUT,High floor,2022-04-15 11:19:59,2023-02-12 16:36:46
CUS0000489,538,BLUE,EXE,High floor,2022-02-23 23:28:31,2025-09-08 01:07:17
CUS0000490,539,BLUE,STD,Near elevator,2022-01-13 22:56:07,2023-01-01 23:53:00
CUS0000491,540,BLUE,STD,King bed,2021-12-09 04:18:42,2021-12-09 04:18:42
CUS0000492,541,SILVER,EXE,Non-smoking,2021-11-14 22:21:42,2021-11-14 22:21:42
CUS0000493,542,BLUE,SUP,,2021-12-28 16:01:46,2024-03-09 19:10:41
CUS0000494,543,SILVER,SUP,,2022-10-04 10:33:31,2024-02-03 05:47:45
CUS0000495,544,SILVER,EXE,Non-smoking,2021-11-07 13:58:49,2021-11-07 13:58:49
CUS0000496,545,BLUE,SUP,Non-smoking,2023-02-26 14:04:56,2023-02-26 14:04:56
CUS0000497,546,SILVER,SUP,Near elevator,2022-04-05 06:25:16,2024-11-17 19:54:34
CUS0000498,547,BLUE,STD,,2023-04-09 23:55:29,2023-04-09 23:55:29
CUS0000499,548,BLUE,SUP,Non-smoking,2021-11-19 21:47:59,2021-11-19 21:47:59
CUS0000500,549,BLUE,STD,,2022-04-28 22:07:47,2024-09-26 11:01:03
CUS0000501,550,BLUE,STD,High floor,2021-10-28 15:24:58,2024-01-19 00:48:22
CUS0000502,551,SILVER,SUT,High floor,2023-02-03 16:00:39,2024-12-28 21:53:14
CUS0000503,552,BLUE,STD,,2022-11-19 18:46:40,2025-06-14 23:34:23
CUS0000504,554,BLUE,SUT,,2024-04-01 15:10:58,2026-03-02 16:23:29
CUS0000505,555,GOLD,EXE,,2022-01-29 00:19:54,2022-01-29 00:19:54
CUS0000506,556,BLUE,DLX,High floor,2022-07-02 17:49:50,2023-05-01 16:49:24
CUS0000507,557,BLUE,SUP,Non-smoking,2022-05-30 14:15:39,2025-06-10 22:57:55
CUS0000508,558,BLUE,EXE,Near elevator,2022-02-22 00:01:03,2024-10-09 03:41:56
CUS0000509,559,BLUE,SUT,Non-smoking,2022-04-19 00:45:23,2022-04-19 00:45:23
CUS0000510,560,SILVER,DLX,Near elevator,2021-08-02 09:56:43,2025-07-28 02:41:33
CUS0000511,561,BLUE,SUP,High floor,2023-03-27 15:38:19,2025-09-27 20:38:05
CUS0000512,562,BLUE,EXE,High floor,2021-08-05 10:27:46,2021-08-05 10:27:46
CUS0000513,563,SILVER,DLX,High floor,2023-03-04 06:33:45,2023-03-04 06:33:45
CUS0000514,564,SILVER,EXE,High floor,2022-05-03 17:04:36,2025-06-28 02:16:00
CUS0000515,565,BLUE,SUT,,2023-05-07 15:18:49,2023-05-07 15:18:49
CUS0000516,566,SILVER,EXE,Near elevator,2022-06-28 19:24:40,2026-05-26 19:07:24
CUS0000517,567,BLUE,SUP,,2021-10-17 08:08:34,2023-04-15 17:12:05
CUS0000518,568,BLUE,EXE,King bed,2021-10-18 08:05:13,2023-08-19 19:23:38
CUS0000519,570,SILVER,EXE,King bed,2022-12-22 13:08:30,2022-12-22 13:08:30
CUS0000520,571,BLUE,SUP,Near elevator,2021-08-02 23:33:32,2021-12-09 12:35:50
CUS0000521,572,SILVER,DLX,Near elevator,2021-10-29 21:57:05,2021-10-29 21:57:05
CUS0000522,573,BLUE,SUT,High floor,2022-06-15 12:05:58,2022-07-20 18:44:16
CUS0000523,574,BLUE,DLX,King bed,2021-12-26 05:25:08,2023-05-19 23:00:10
CUS0000524,575,BLUE,STD,Non-smoking,2021-11-23 11:27:10,2021-11-23 11:27:10
CUS0000525,576,GOLD,SUT,,2021-11-05 13:40:10,2021-11-05 13:40:10
CUS0000526,578,BLUE,SUP,Near elevator,2022-10-31 20:10:42,2022-10-31 20:10:42
CUS0000527,579,BLUE,EXE,,2022-11-04 17:27:30,2026-05-19 06:28:09
CUS0000528,580,SILVER,SUP,Near elevator,2021-10-09 08:30:30,2025-11-04 02:58:22
CUS0000529,581,BLUE,STD,,2023-03-23 04:31:27,2023-03-23 04:31:27
CUS0000530,582,SILVER,EXE,,2022-12-09 22:23:34,2022-12-09 22:23:34
CUS0000531,583,BLUE,STD,King bed,2021-06-19 02:58:12,2021-06-19 02:58:12
CUS0000532,584,SILVER,EXE,High floor,2022-10-26 03:55:56,2023-09-05 05:15:14
CUS0000533,585,BLUE,SUP,,2023-05-01 01:14:43,2023-05-01 01:14:43
CUS0000534,587,BLUE,DLX,Non-smoking,2022-03-16 17:47:25,2024-06-21 22:50:20
CUS0000535,588,BLUE,SUT,,2023-03-13 17:17:24,2023-10-17 19:57:13
CUS0000536,589,BLUE,SUP,King bed,2022-12-02 17:49:39,2022-12-02 17:49:39
CUS0000537,590,BLUE,STD,Near elevator,2022-07-01 19:17:45,2023-12-08 23:02:21
CUS0000538,591,SILVER,DLX,King bed,2022-05-11 08:14:26,2024-12-28 07:09:32
CUS0000539,592,PLATINUM,SUT,Non-smoking,2021-09-15 09:08:27,2025-01-16 04:51:20
CUS0000540,593,BLUE,SUP,,2023-05-12 04:47:11,2025-06-08 17:04:08
CUS0000541,594,BLUE,SUT,High floor,2022-01-12 16:26:55,2022-01-12 16:26:55
CUS0000542,596,SILVER,EXE,,2023-11-29 02:50:13,2025-03-18 20:54:51
CUS0000543,597,BLUE,SUT,High floor,2023-05-02 11:43:57,2023-12-31 08:24:54
CUS0000544,598,SILVER,SUP,High floor,2021-10-22 03:50:18,2026-03-19 19:41:51
CUS0000545,599,PLATINUM,DLX,King bed,2023-01-30 22:22:59,2025-11-04 22:19:53
CUS0000546,600,GOLD,DLX,Non-smoking,2022-02-20 07:08:31,2022-02-20 07:08:31
CUS0000547,601,GOLD,SUP,,2021-12-15 17:44:17,2022-06-17 07:19:53
CUS0000548,602,BLUE,STD,Near elevator,2022-02-01 18:50:52,2022-02-01 18:50:52
CUS0000549,603,BLUE,DLX,,2022-03-24 20:32:02,2022-03-24 20:32:02
CUS0000550,604,BLUE,EXE,High floor,2021-12-07 11:26:37,2021-12-07 11:26:37
CUS0000551,605,GOLD,STD,,2022-07-24 05:32:02,2022-08-13 15:57:14
CUS0000552,606,BLUE,STD,King bed,2022-03-01 16:00:55,2023-01-25 14:22:04
CUS0000553,607,BLUE,DLX,,2022-12-15 15:42:55,2025-02-01 17:13:05
CUS0000554,608,SILVER,SUT,King bed,2021-11-05 01:21:46,2022-05-09 03:12:08
CUS0000555,609,BLUE,SUT,High floor,2023-01-15 11:37:35,2023-01-15 11:37:35
CUS0000556,610,SILVER,EXE,,2021-10-11 09:48:50,2024-08-13 09:07:57
CUS0000557,611,BLUE,DLX,,2023-02-20 06:54:23,2024-07-10 02:42:31
CUS0000558,612,BLUE,SUP,High floor,2023-02-25 07:31:04,2023-02-25 07:31:04
CUS0000559,613,SILVER,SUT,Non-smoking,2021-09-03 08:01:23,2024-05-04 08:44:12
CUS0000560,614,BLUE,STD,Non-smoking,2023-05-25 14:32:49,2024-06-09 23:25:28
CUS0000561,615,BLUE,SUP,,2023-01-12 16:58:57,2026-03-09 14:10:43
CUS0000562,616,BLUE,SUT,Non-smoking,2022-12-25 16:11:26,2022-12-25 16:11:26
CUS0000563,617,BLUE,DLX,,2022-09-01 14:11:49,2022-09-01 14:11:49
CUS0000564,618,SILVER,SUP,,2022-09-22 14:23:11,2024-01-20 22:23:34
CUS0000565,619,BLUE,SUT,Non-smoking,2022-01-19 20:05:52,2022-01-19 20:05:52
CUS0000566,620,PLATINUM,SUP,,2023-03-30 12:52:31,2023-09-11 07:39:39
CUS0000567,621,BLUE,SUT,,2022-02-08 12:11:12,2025-12-25 23:53:04
CUS0000568,622,BLUE,DLX,Near elevator,2022-12-09 20:17:39,2022-12-09 20:17:39
CUS0000569,623,BLUE,SUP,Non-smoking,2023-01-19 22:09:40,2025-11-05 15:35:37
CUS0000570,624,BLUE,SUT,Near elevator,2022-04-20 10:32:27,2022-04-20 10:32:27
CUS0000571,625,SILVER,SUP,Non-smoking,2022-09-21 07:12:39,2025-10-18 22:46:43
CUS0000572,626,BLUE,DLX,King bed,2022-06-09 16:11:41,2022-06-09 16:11:41
CUS0000573,627,SILVER,SUP,King bed,2022-08-01 06:49:12,2022-08-01 06:49:12
CUS0000574,628,GOLD,STD,High floor,2022-12-08 14:24:55,2024-07-29 19:54:50
CUS0000575,629,BLUE,SUP,,2022-01-19 02:37:57,2022-01-19 02:37:57
CUS0000576,630,BLUE,DLX,,2022-07-14 15:28:34,2024-04-25 13:18:08
CUS0000577,631,PLATINUM,STD,,2021-07-10 21:07:49,2025-05-08 11:06:29
CUS0000578,632,BLUE,SUP,,2022-03-29 08:22:27,2024-11-14 04:12:53
CUS0000579,633,BLUE,STD,,2022-04-06 02:01:41,2022-04-06 02:01:41
CUS0000580,634,BLUE,EXE,,2022-08-15 06:10:04,2025-02-02 03:25:25
CUS0000581,636,BLUE,DLX,High floor,2023-11-08 02:15:29,2023-11-08 02:15:29
CUS0000582,637,GOLD,DLX,King bed,2021-07-25 13:59:36,2022-07-26 12:46:22
CUS0000583,638,BLUE,EXE,,2023-01-20 19:29:32,2026-04-30 16:50:40
CUS0000584,639,BLUE,STD,,2022-05-29 12:06:56,2026-03-29 05:15:26
CUS0000585,640,PLATINUM,SUT,,2022-05-11 22:01:21,2026-04-09 06:51:15
CUS0000586,641,BLUE,EXE,High floor,2022-01-14 05:09:15,2025-01-13 11:03:41
CUS0000587,642,SILVER,SUP,King bed,2022-03-25 15:55:06,2022-10-23 02:16:09
CUS0000588,643,BLUE,SUP,Non-smoking,2022-06-15 10:29:26,2023-05-09 01:06:50
CUS0000589,644,BLUE,SUP,Near elevator,2021-06-03 17:37:31,2022-09-21 01:19:47
CUS0000590,645,BLUE,SUT,,2023-04-02 04:01:35,2023-04-02 04:01:35
CUS0000591,646,BLUE,SUT,,2021-06-04 00:42:55,2021-10-31 13:46:29
