segment_key,scheduled_departure_date_key,scheduled_departure_time_key,actual_departure_date_key,actual_departure_time_key,passenger_key,passenger_profile_key,segment_origin_airport_key,segment_destination_airport_key,aircraft_key,class_of_service_key,fare_basis_key,booking_channel_key,confirmation_number,ticket_number,segment_sequence_number,flight_number,base_fare_revenue_usd,passenger_facility_charges_usd,airport_tax_usd,government_tax_usd,baggage_charges_usd,upgrade_fees_usd,transaction_fees_usd,total_revenue_usd,segment_miles_flown,segment_miles_earned,delay_minutes,seat_capacity,flight_status,load_factor_pct
137,406,1615,406,1615,989,2043,6,9,25,3,4,1,CNF91938733,TKT7034244474,2,GA498,167.31,18.66,9.41,8.41,25.0,0,0.0,228.79,2428,2367,0,159,Flown,70.3
138,601,830,601,830,2658,4933,11,21,4,1,7,6,CNF89047607,TKT8623510765,2,GA542,3862.23,13.61,340.29,516.77,0.0,50,463.47,5246.37,1116,12276,0,291,Flown,72.0
139,769,2300,769,2300,2644,1994,18,17,52,17,7,2,CNF19170851,TKT7328951456,2,GA784,12047.08,27.5,1134.43,770.49,0.0,0,0.0,13979.5,5739,63129,0,300,Flown,89.2
140,706,1345,706,1345,2982,851,2,4,52,20,1,4,CNF34091858,TKT0558115744,3,GA894,89.77,29.23,7.5,8.7,0.0,50,8.98,194.18,5946,3567,13,300,Flown,54.4
141,993,200,993,200,665,592,5,13,35,11,4,1,CNF96539160,TKT7700409304,2,GA174,359.12,17.41,17.4,31.94,0.0,0,0.0,425.87,265,258,0,292,Flown,81.7
142,153,1145,153,1145,905,620,20,18,57,3,4,1,CNF54184039,TKT8221803966,4,GA775,1188.52,8.86,65.31,62.62,0.0,0,0.0,1325.31,6800,6630,21,225,Flown,94.7
143,85,15,85,15,2519,1710,20,12,4,10,5,2,CNF20385886,TKT4078802652,2,GA245,3402.25,17.65,253.69,438.1,0.0,0,0.0,4111.69,5677,19869,0,291,No-Show,91.1
144,904,1900,904,1900,2356,5726,6,20,36,17,7,4,CNF95164693,TKT3356230397,1,GA694,3462.3,22.64,176.22,441.65,0.0,0,346.23,4449.04,7044,77484,8,179,Flown,72.5
145,694,1115,694,1115,1638,2383,14,2,48,16,3,2,CNF44088067,TKT0898709201,4,GA930,136.85,18.49,11.42,6.85,0.0,200,0.0,373.61,7412,2038,0,164,Cancelled,85.6
146,883,1515,883,1515,1185,5080,4,21,56,19,4,1,CNF99184311,TKT3266115848,2,GA131,646.29,18.44,41.64,71.46,0.0,0,0.0,777.83,7897,7699,24,295,Flown,95.8
147,892,330,892,330,1988,4671,17,6,46,1,7,3,CNF58052632,TKT1196047220,2,GA941,2770.65,10.05,262.11,158.81,0.0,0,221.65,3423.27,5462,60082,0,177,Flown,95.8
148,84,45,84,45,2789,781,15,14,44,12,3,2,CNF53970774,TKT5447082317,3,GA544,99.24,20.92,5.98,6.84,100.0,0,0.0,232.98,1974,542,11,216,Flown,86.5
149,673,415,673,415,2775,2850,21,17,61,2,5,3,CNF14619953,TKT9467662623,4,GA986,2373.18,23.31,171.26,264.97,0.0,50,189.85,3072.57,4830,16905,0,392,Flown,80.9
150,426,1700,426,1700,2336,481,14,21,52,12,1,2,CNF59605302,TKT6184025787,1,GA536,335.18,23.0,22.28,49.11,0.0,0,0.0,429.57,5830,3498,4,300,Diverted,76.8
151,1044,2345,1044,2345,1057,68,15,11,59,16,8,2,CNF03686050,TKT6306636050,3,GA906,187.09,6.1,13.08,26.91,0.0,0,0.0,233.18,3219,1126,0,177,Flown,72.7
152,525,1800,525,1800,1365,2621,12,9,28,20,3,5,CNF28164098,TKT9103909120,3,GA850,164.53,10.99,15.19,8.74,0.0,0,8.23,207.68,465,127,0,393,Flown,70.1
153,1059,1545,1059,1545,2900,935,17,9,67,5,7,1,CNF30252094,TKT5237597953,3,GA301,5668.35,19.78,474.86,657.8,0.0,50,0.0,6870.79,3701,40711,0,169,No-Show,67.1
154,229,200,229,200,1040,1663,12,4,6,7,4,1,CNF19260098,TKT6027574544,4,GA344,304.25,14.69,20.16,35.3,0.0,0,0.0,374.4,2612,2546,0,77,Flown,91.2
155,594,245,594,245,885,2087,11,4,43,24,3,2,CNF92054894,TKT4538118081,3,GA589,45.5,17.59,3.74,4.26,100.0,0,0.0,171.09,1447,397,0,393,Flown,50.6
156,563,1830,563,1830,453,2467,14,9,66,12,3,1,CNF89655834,TKT4566229521,3,GA483,138.29,22.7,12.17,18.43,0.0,0,0.0,191.59,3330,915,0,77,Flown,78.1
157,266,200,266,200,1353,1869,20,4,40,4,1,1,CNF79705660,TKT3616248607,4,GA414,198.74,25.83,13.16,12.36,0.0,0,0.0,250.09,4974,2984,3,178,Flown,82.1
158,674,430,674,430,223,864,6,15,21,4,2,1,CNF04726602,TKT3515850153,1,GA356,128.85,6.68,6.47,12.96,0.0,0,0.0,154.96,5558,2362,54,294,Flown,58.8
159,860,930,860,930,1608,2267,14,12,10,16,3,3,CNF01731671,TKT5605879052,4,GA312,75.17,7.72,6.32,7.54,0.0,200,6.01,302.76,2754,757,0,399,Cancelled,23.5
160,298,145,298,145,2349,5881,17,14,67,8,2,1,CNF24413395,TKT4794064531,2,GA309,110.75,22.72,8.99,7.44,0.0,0,0.0,149.9,1830,777,0,169,Flown,71.4
161,1009,630,1009,630,2390,2570,11,4,33,14,6,5,CNF57905719,TKT1898664693,2,GA225,575.22,22.84,42.9,62.42,0.0,0,28.76,732.14,3683,9796,0,77,Flown,86.7
162,924,1430,924,1430,904,383,11,2,4,10,6,4,CNF65618335,TKT9748768057,1,GA316,376.38,12.85,32.79,19.36,0.0,0,37.64,479.02,6620,17609,13,291,Cancelled,78.7
163,209,115,209,115,2213,2975,20,12,37,12,2,1,CNF02377184,TKT3019220956,3,GA623,244.61,26.53,11.82,29.26,0.0,0,0.0,312.22,733,311,0,393,Flown,94.5
164,674,715,674,715,1597,2610,13,15,47,2,6,3,CNF73332973,TKT2396440282,4,GA172,1513.98,11.46,131.46,139.27,0.0,0,121.12,1917.29,3840,10214,170,67,Flown,90.1
165,279,2200,279,2200,2486,1369,6,9,11,22,6,5,CNF53267699,TKT2427739238,4,GA765,425.47,14.08,38.15,32.59,100.0,0,21.27,631.56,613,1630,340,391,Flown,67.8
166,586,2345,586,2345,1239,2487,20,6,44,20,1,6,CNF52023209,TKT1401693328,2,GA690,295.0,22.39,18.71,23.5,0.0,0,35.4,395.0,5975,3585,0,216,Flown,66.3
167,924,2330,924,2330,2119,664,20,2,51,16,3,1,CNF44234719,TKT9829075515,3,GA550,122.58,7.11,5.63,14.53,25.0,0,0.0,174.85,3161,869,0,332,Cancelled,50.0
168,1076,330,1076,330,1176,2395,12,7,48,9,7,1,CNF45260756,TKT9991383100,4,GA869,4511.31,21.32,313.5,580.56,0.0,200,0.0,5626.69,7132,78452,0,164,Flown,93.2
169,962,1115,962,1115,2122,1029,11,20,23,20,1,6,CNF64332262,TKT2777733168,4,GA510,244.4,25.36,23.45,32.17,0.0,0,29.33,354.71,6312,3787,0,178,Flown,60.0
170,965,1045,965,1045,226,2471,21,12,19,20,1,1,CNF06647070,TKT3850360595,2,GA108,125.15,26.53,8.62,11.19,50.0,100,0.0,321.49,6944,4166,0,77,Flown,64.7
171,1001,230,1001,230,543,692,4,12,2,8,8,4,CNF29842410,TKT7402740675,4,GA418,120.33,17.5,10.14,10.13,25.0,0,12.03,195.13,5138,1798,0,175,Flown,61.8
172,307,2230,307,2230,944,5896,6,2,62,2,6,4,CNF82676259,TKT0620036385,1,GA394,425.37,13.24,25.2,29.14,0.0,0,42.54,535.49,6034,16050,34,177,Flown,95.4
173,911,445,911,445,1945,5759,15,2,64,1,7,2,CNF64614974,TKT5979318399,4,GA247,9704.26,19.33,701.01,965.68,0.0,0,0.0,11390.28,4416,48576,16,178,Flown,71.8
174,148,2030,148,2030,1009,1843,17,4,43,4,1,4,CNF79849149,TKT8609955049,4,GA178,302.01,16.7,17.5,23.43,0.0,0,30.2,389.84,5667,3400,0,393,Cancelled,51.6
175,606,2130,606,2130,2805,2479,4,9,47,8,8,2,CNF32664322,TKT3946121289,2,GA709,40.97,22.17,3.0,4.89,0.0,0,0.0,71.03,1398,489,143,67,Flown,49.8
176,472,445,472,445,608,1339,17,20,20,24,1,2,CNF81159485,TKT3400127622,4,GA903,559.48,25.67,38.07,65.99,0.0,0,0.0,689.21,1543,925,0,334,Flown,81.3
177,601,2045,601,2045,1577,1668,18,4,65,21,7,1,CNF39847422,TKT5678718882,3,GA524,3284.91,22.14,138.24,289.04,50.0,50,0.0,3834.33,1914,21054,23,68,Flown,82.1
178,243,1700,243,1700,1592,5615,4,11,20,3,4,6,CNF23788705,TKT8416806134,1,GA363,104.03,26.52,6.86,11.28,0.0,0,12.48,161.17,6752,6583,2,334,Flown,42.3
179,1047,1100,1047,1100,2939,5229,7,14,63,18,6,3,CNF95647998,TKT4605867949,2,GA347,1400.46,11.18,72.32,146.21,0.0,0,112.04,1742.21,7190,19125,0,337,Flown,91.4
180,1045,1100,1045,1100,245,2920,7,20,45,19,4,1,CNF63830972,TKT3610809261,3,GA784,252.6,25.52,23.7,15.37,0.0,0,0.0,317.19,7577,7387,0,168,Flown,77.7
181,704,445,704,445,2074,566,5,20,42,20,1,3,CNF66201655,TKT5786457865,4,GA427,239.98,5.54,14.69,24.04,25.0,0,19.2,328.45,5489,3293,0,338,Cancelled,74.9
182,634,1915,634,1915,288,3095,12,5,29,18,5,1,CNF55751247,TKT6400068758,1,GA451,1901.53,14.29,155.53,162.67,0.0,0,0.0,2234.02,988,3457,14,67,Flown,74.9
183,286,145,286,145,691,2218,18,12,31,8,2,2,CNF68240516,TKT6545122444,3,GA565,119.36,6.87,6.16,13.23,0.0,0,0.0,145.62,2363,1004,14,336,Flown,75.1
184,659,445,659,445,1630,1544,5,13,10,24,8,6,CNF18997402,TKT3386860835,2,GA765,105.57,22.69,7.54,8.63,50.0,0,12.67,207.1,7017,2455,0,399,Flown,58.6
185,118,1800,118,1800,1096,1002,9,5,13,16,3,1,CNF70170363,TKT0944238602,3,GA506,42.85,17.54,3.55,2.52,50.0,0,0.0,116.46,5774,1587,0,393,Flown,84.6
186,260,500,260,500,1184,2540,12,15,57,2,5,1,CNF05089830,TKT9413490961,2,GA927,1016.65,28.88,96.41,94.75,75.0,0,0.0,1311.69,6790,23765,0,225,Cancelled,60.1
187,959,2345,959,2345,945,3029,18,15,31,24,8,1,CNF97979724,TKT5284135694,4,GA780,461.52,26.02,38.18,49.62,0.0,0,0.0,575.34,1375,481,0,336,Cancelled,80.9
188,969,115,969,115,2158,4295,15,9,44,7,4,2,CNF80450735,TKT6748095739,4,GA147,305.08,11.26,20.7,31.54,0.0,0,0.0,368.58,5832,5686,15,216,Flown,82.2
189,543,1830,543,1830,50,515,4,6,59,24,8,2,CNF40598026,TKT0294420315,4,GA232,96.59,22.31,7.34,12.07,0.0,0,0.0,138.31,7344,2570,10,177,Flown,78.8
190,670,1700,670,1700,2738,3657,5,15,60,12,8,1,CNF89258490,TKT7342031977,4,GA820,129.84,11.59,8.5,14.32,0.0,0,0.0,164.25,5542,1939,86,335,No-Show,68.1
191,103,630,103,630,2926,4374,2,15,40,14,6,3,CNF74867595,TKT1418648230,3,GA240,846.19,28.72,63.9,75.59,0.0,0,67.7,1082.1,624,1659,0,178,Flown,63.5
192,357,700,357,700,1972,3344,7,18,12,1,7,1,CNF88295868,TKT4196233260,4,GA295,3468.11,15.79,317.68,463.52,0.0,0,0.0,4265.1,4775,52525,0,339,Flown,57.1
193,814,715,814,715,1687,708,21,7,21,1,7,2,CNF58694276,TKT7483173066,1,GA192,1548.24,15.85,114.38,207.22,0.0,0,0.0,1885.69,6374,70114,23,294,No-Show,41.6
194,608,400,608,400,2264,2077,9,12,54,18,5,2,CNF29315181,TKT7882426559,4,GA932,1148.38,25.32,46.21,132.64,0.0,0,0.0,1352.55,632,2212,13,300,Flown,80.4
195,566,2345,566,2345,1006,698,13,18,50,7,4,3,CNF46989062,TKT3272371798,3,GA976,220.14,6.93,18.83,25.97,0.0,0,17.61,289.48,2544,2480,23,220,Flown,90.0
196,939,330,939,330,757,897,12,2,7,16,2,4,CNF90223790,TKT0654870847,4,GA262,1283.52,23.01,10.34,8.05,1932.66,0,12.84,3270.42,3404,1446,0,184,Flown,48.7
197,683,2230,683,2230,1562,2675,18,7,40,20,8,4,CNF79541767,TKT5539818890,1,GA685,141.12,7.52,6.73,18.0,50.0,0,14.11,237.48,681,238,47,178,Flown,86.4
198,991,400,991,400,463,2076,4,21,2,5,7,1,CNF73781591,TKT5790894589,2,GA946,5056.32,6.04,285.38,430.72,0.0,0,0.0,5778.46,1298,14278,15,175,Flown,32.8
199,478,1215,478,1215,2766,4999,7,9,9,2,5,4,CNF62683848,TKT8763802076,2,GA136,1056.27,12.62,104.75,81.4,25.0,50,105.63,1435.67,4511,15788,0,177,No-Show,98.7
200,72,330,72,330,450,5110,20,7,23,10,6,2,CNF12396121,TKT9051881298,2,GA716,962.69,7.35,57.95,87.42,0.0,0,0.0,1115.41,2734,7272,0,178,Flown,74.8
201,312,1345,312,1345,486,1756,12,20,57,4,1,3,CNF86182070,TKT6690107923,2,GA849,150.59,10.3,12.15,8.08,0.0,0,12.05,193.17,1884,1130,0,225,Cancelled,68.8
202,319,130,319,130,102,4385,11,6,53,20,8,1,CNF72982689,TKT3348649703,3,GA114,58.52,8.29,2.79,4.33,0.0,0,0.0,73.93,2049,717,26,396,Flown,64.4
203,1012,315,1012,315,1813,2809,9,2,4,6,6,1,CNF50675789,TKT6833557077,3,GA167,760.15,10.88,59.74,61.87,0.0,0,0.0,892.64,7218,19199,16,291,Flown,72.5
204,135,800,135,800,2637,1850,14,6,32,8,8,2,CNF31231555,TKT0570521879,3,GA294,248.86,21.81,23.3,13.97,25.0,0,0.0,332.94,1712,599,0,74,Flown,76.1
205,817,745,817,745,2601,2681,17,7,19,14,6,5,CNF93844404,TKT5883114147,2,GA855,991.11,23.83,60.25,97.91,50.0,100,49.56,1372.66,5467,14542,0,77,Flown,86.5
206,401,915,401,915,2194,5048,5,9,63,9,7,4,CNF01235036,TKT8715689109,4,GA125,1466.41,26.68,141.51,148.91,0.0,100,146.64,2030.15,6749,74239,0,337,Flown,59.5
207,571,615,571,615,364,1391,5,18,60,19,4,1,CNF77978023,TKT4456844679,1,GA124,522.45,8.49,29.36,41.92,0.0,0,0.0,602.22,7796,7601,0,335,Flown,54.1
208,741,2000,741,2000,1327,2082,6,20,2,14,6,3,CNF40366401,TKT6329573783,2,GA341,2437.34,27.68,99.25,239.89,0.0,0,194.99,2999.15,6879,18298,0,175,Cancelled,88.4
209,843,115,843,115,355,4197,6,20,61,20,1,6,CNF15975729,TKT2731868302,4,GA586,202.85,21.94,16.67,15.04,0.0,0,24.34,280.84,2551,1530,0,392,Flown,60.6
210,993,1730,993,1730,643,238,18,14,24,20,2,2,CNF91585423,TKT3241651854,4,GA507,289.11,20.74,15.39,27.07,0.0,0,0.0,352.31,5307,2255,0,178,Flown,77.8
211,193,1930,193,1930,2112,1242,7,21,34,1,7,2,CNF83966073,TKT4467462159,3,GA428,2786.74,6.62,132.75,238.81,0.0,0,0.0,3164.92,5868,64548,53,157,No-Show,46.7
212,60,400,60,400,2296,1926,14,9,52,24,1,2,CNF58417491,TKT6170502218,2,GA498,310.6,12.75,29.69,24.48,0.0,0,0.0,377.52,972,583,0,300,Flown,83.7
213,765,2315,765,2315,382,1181,12,14,56,12,3,2,CNF16981413,TKT4476094837,2,GA917,127.21,15.16,5.9,17.7,0.0,0,0.0,165.97,4667,1283,0,295,Flown,84.3
214,443,315,443,315,2173,1089,9,18,25,5,7,1,CNF74029286,TKT4330265099,4,GA824,3650.18,24.3,309.16,229.06,0.0,0,0.0,4212.7,2979,32769,0,159,Flown,83.4
215,592,715,592,715,1113,5953,14,17,41,24,2,2,CNF62183667,TKT7196666102,1,GA312,79.45,6.28,3.84,4.52,0.0,100,0.0,194.09,6140,2609,84,221,Flown,69.3
216,341,2045,341,2045,170,2338,20,13,40,20,1,2,CNF56342022,TKT2349980137,1,GA547,102.83,27.12,9.24,7.43,0.0,0,0.0,146.62,7515,4509,0,178,Flown,79.8
217,146,2230,146,2230,2854,2870,15,4,15,6,6,1,CNF68367590,TKT1779152446,3,GA616,666.99,8.94,51.44,82.76,0.0,0,0.0,810.13,4733,12589,191,391,No-Show,86.0
218,194,2145,194,2145,1660,1918,4,7,29,18,5,1,CNF14409233,TKT5174656426,1,GA951,680.82,9.52,39.0,64.44,0.0,0,0.0,793.78,6363,22270,32,67,Flown,82.0
219,911,2215,911,2215,2680,592,2,12,42,4,1,1,CNF01863726,TKT3199569559,1,GA805,236.61,8.29,21.74,32.29,50.0,0,0.0,348.93,5143,3085,0,338,Flown,62.6
220,517,2100,517,2100,1161,5295,5,4,57,4,8,4,CNF22776414,TKT9003850255,3,GA422,85.53,20.01,4.18,8.05,0.0,0,8.55,126.32,7436,2602,0,225,Flown,97.0
221,919,1745,919,1745,1005,477,14,2,56,8,1,3,CNF13444867,TKT2288390473,1,GA908,134.63,16.55,12.82,19.51,0.0,0,10.77,194.28,6516,3909,15,295,Diverted,93.8
222,406,1915,406,1915,783,121,6,2,20,12,2,1,CNF31454615,TKT7493251149,1,GA953,92.73,23.48,6.05,10.88,0.0,0,0.0,133.14,3175,1349,106,334,Flown,81.2
223,931,1145,931,1145,2225,527,13,4,17,18,6,1,CNF78879531,TKT2040954377,1,GA146,891.92,28.15,56.63,102.88,0.0,0,0.0,1079.58,819,2178,13,399,Flown,67.2
224,408,1730,408,1730,393,3842,17,5,17,1,7,2,CNF66183085,TKT8001873143,2,GA501,7159.2,5.1,404.97,537.96,0.0,200,0.0,8307.23,5338,58718,93,399,Flown,63.9
225,965,1045,965,1045,2357,262,7,2,37,10,5,2,CNF91511436,TKT7862107818,4,GA702,788.78,11.68,43.43,104.41,0.0,50,0.0,998.3,6415,22452,0,393,Flown,85.4
226,1022,1900,1022,1900,2139,1906,2,20,22,20,1,4,CNF71096856,TKT4257068026,1,GA746,127.57,7.32,6.23,15.18,0.0,0,12.76,169.06,7320,4392,0,168,Flown,83.0
227,918,1300,918,1300,160,2893,11,17,18,9,7,4,CNF93315423,TKT0600230286,4,GA507,3205.41,6.41,249.24,213.21,25.0,0,320.54,4019.81,4732,52052,0,69,Flown,72.8
228,650,600,650,600,1106,2566,7,14,66,12,8,4,CNF55052241,TKT1420667015,4,GA658,63.78,22.95,3.47,4.19,0.0,0,6.38,100.77,6291,2201,0,77,Diverted,84.6
229,941,1215,941,1215,1670,1618,2,18,21,8,3,5,CNF14599201,TKT6633822224,2,GA653,101.35,12.99,6.99,5.64,0.0,0,5.07,132.04,4523,1243,0,294,Flown,81.2
230,939,2230,939,2230,98,1480,13,17,19,15,4,5,CNF00539222,TKT0562019011,1,GA781,598.27,23.77,31.76,30.77,0.0,0,29.91,714.48,1207,1176,0,77,Flown,82.1
231,598,1845,598,1845,885,1950,21,14,5,20,3,4,CNF34843391,TKT3325286132,4,GA760,79.23,15.57,6.18,5.07,0.0,50,7.92,163.97,610,167,0,172,Cancelled,73.1
232,944,1630,944,1630,79,4686,4,2,27,16,8,2,CNF39456452,TKT3428644976,3,GA664,127.06,28.93,12.19,17.59,25.0,0,0.0,210.77,4215,1475,0,175,Flown,96.7
233,483,2015,483,2015,2874,1715,15,18,27,16,8,1,CNF02498663,TKT4209536773,4,GA769,199.63,15.33,13.73,21.02,0.0,200,0.0,449.71,5442,1904,85,175,Flown,76.5
234,28,815,28,815,2220,835,11,9,62,1,7,6,CNF49852973,TKT5615266559,2,GA288,1491.66,5.7,85.56,194.43,0.0,0,179.0,1956.35,4529,49819,0,177,Flown,80.9
235,25,330,25,330,2491,2704,4,6,56,8,3,4,CNF14762538,TKT0966414753,4,GA976,48.87,22.79,4.36,4.17,25.0,0,4.89,110.08,3512,965,13,295,Flown,93.9
236,657,1730,657,1730,2800,2991,12,13,8,24,3,1,CNF36952474,TKT6653538962,3,GA866,92.77,26.6,5.3,12.27,0.0,0,0.0,136.94,5359,1473,0,400,Flown,51.2
237,566,1930,566,1930,446,1026,4,18,19,14,6,2,CNF98532436,TKT7924157127,2,GA421,1308.85,15.27,68.11,81.29,0.0,0,0.0,1473.52,5842,15539,0,77,Flown,68.8
238,21,1015,21,1015,1533,1893,11,14,8,1,7,3,CNF63835434,TKT6858639061,1,GA906,5009.02,29.32,427.66,660.0,0.0,0,400.72,6526.72,7783,85613,0,400,Flown,85.6
239,1029,815,1029,815,2136,925,4,12,26,16,1,4,CNF68249793,TKT9981615381,3,GA820,139.68,23.23,13.9,12.51,0.0,0,13.97,203.29,2857,1714,0,181,Flown,72.2
240,289,1930,289,1930,1327,2718,20,15,9,10,6,1,CNF16837103,TKT0737260720,4,GA112,956.2,25.43,58.96,103.26,25.0,0,0.0,1168.85,860,2287,0,177,Flown,58.7
241,1044,730,1044,730,88,1241,20,13,61,10,6,2,CNF14896780,TKT8264931214,2,GA822,804.83,6.04,77.04,114.41,0.0,0,0.0,1002.32,3443,9158,0,392,Flown,71.0
242,1026,130,1026,130,796,107,18,12,1,8,2,1,CNF63947625,TKT4292645633,4,GA854,296.77,10.47,25.12,19.39,0.0,0,0.0,351.75,1634,694,0,166,Flown,81.5
243,880,115,880,115,2573,3004,11,20,50,3,4,3,CNF91729940,TKT3694811266,2,GA433,6.69,11.8,37.07,42.82,776.02,0,53.55,927.95,7965,7765,5,220,Flown,75.7
244,787,630,787,630,1689,3468,21,17,57,16,8,3,CNF49719670,TKT6833539101,3,GA959,180.5,7.31,10.1,15.4,0.0,0,14.44,227.75,6015,2105,0,225,No-Show,80.7
245,651,200,651,200,2504,1091,15,9,66,2,6,1,CNF61259016,TKT3994901333,4,GA146,487.84,23.01,32.78,30.76,0.0,0,0.0,574.39,5290,14071,0,77,Flown,60.7
246,545,645,545,645,810,1904,13,2,27,4,3,4,CNF44376734,TKT8140984101,1,GA289,48.24,11.83,2.75,6.93,0.0,200,4.82,274.57,7847,2157,0,175,Flown,81.9
247,220,2100,220,2100,1570,2878,12,5,19,17,7,1,CNF67930148,TKT1160499100,4,GA258,5434.91,20.47,371.27,568.02,25.0,0,0.0,6419.67,6430,70730,0,77,Flown,52.5
248,704,915,704,915,1664,4238,14,17,60,14,6,1,CNF42028866,TKT1680199034,2,GA470,877.5,9.47,64.56,54.57,0.0,0,0.0,1006.1,5749,15292,0,335,Flown,73.6
249,274,1515,274,1515,215,1136,2,6,58,1,7,5,CNF21348548,TKT4203531607,2,GA270,2675.89,20.96,130.89,372.61,0.0,0,133.79,3334.14,4222,46442,54,166,Flown,63.6
250,632,1200,632,1200,2261,2101,20,7,31,8,3,1,CNF91791386,TKT0157117132,3,GA681,81.98,20.18,5.1,4.81,0.0,0,0.0,112.07,4552,1251,3,336,Flown,63.6
251,88,915,88,915,1106,5637,6,14,59,12,2,1,CNF19402470,TKT2881411287,4,GA793,284.47,14.85,13.65,21.63,25.0,0,0.0,359.6,7679,3263,9,177,Flown,57.3
252,142,2300,142,2300,1621,42,7,14,23,3,4,2,CNF45271936,TKT7857646391,4,GA651,505.26,21.16,38.15,41.86,100.0,0,0.0,706.43,3679,3587,0,178,Flown,72.9
253,981,2115,981,2115,2282,5774,5,15,61,5,7,1,CNF38107491,TKT6194232154,4,GA568,2703.02,28.35,215.04,312.54,50.0,0,0.0,3308.95,5589,61479,2,392,Flown,70.1
254,41,915,41,915,2058,2312,5,7,12,12,2,4,CNF01315350,TKT6962616845,2,GA418,54.17,22.18,2.25,7.86,0.0,0,5.42,91.88,1773,753,0,339,Flown,75.1
255,819,915,819,915,583,671,20,15,26,22,6,1,CNF52527410,TKT2547179899,2,GA541,1387.49,12.59,91.38,123.78,0.0,0,0.0,1615.24,2915,7753,0,181,Flown,44.1
256,265,0,265,0,2149,4121,20,14,25,4,2,2,CNF48856694,TKT8993005195,3,GA315,132.99,28.23,11.86,15.69,50.0,0,0.0,238.77,980,416,102,159,Cancelled,88.8
257,288,1100,288,1100,2174,5393,7,21,17,21,7,1,CNF67563558,TKT4227172662,1,GA642,9647.42,17.95,678.54,1330.18,50.0,0,0.0,11724.09,1618,17798,0,399,Flown,88.8
258,663,2145,663,2145,1940,658,13,5,30,12,8,1,CNF56504607,TKT0014413068,2,GA684,140.02,13.17,10.47,11.68,0.0,0,0.0,175.34,3748,1311,0,393,Flown,80.5
259,1061,1115,1061,1115,1801,2946,12,2,13,15,4,3,CNF62408710,TKT0668904172,2,GA315,554.99,16.92,28.34,48.86,0.0,0,44.4,693.51,2144,2090,19,393,Flown,65.6
260,593,400,593,400,294,1858,18,15,33,12,8,3,CNF82076238,TKT1152232822,2,GA599,505.05,25.18,43.78,41.79,0.0,0,40.4,656.2,5455,1909,0,77,Flown,66.0
261,38,2000,38,2000,862,2384,14,20,38,11,4,3,CNF28240847,TKT5283599940,2,GA584,641.67,11.13,62.07,78.15,0.0,0,51.33,844.35,4188,4083,0,340,Flown,80.5
262,700,1400,700,1400,1983,1097,6,15,15,12,2,2,CNF04108479,TKT1351135053,2,GA359,126.83,29.02,10.61,9.77,25.0,0,0.0,201.23,3217,1367,0,391,Flown,64.4
263,386,1700,386,1700,2796,1498,9,5,15,24,1,1,CNF57228920,TKT6415780978,1,GA147,106.4,20.95,9.84,15.73,0.0,0,0.0,152.92,6383,3829,105,391,Flown,78.4
264,786,1030,786,1030,1197,301,2,21,15,23,4,1,CNF30280104,TKT1945341952,4,GA189,216.42,13.84,20.83,17.28,100.0,0,0.0,368.37,2971,2896,3,391,Flown,92.1
265,1048,645,1048,645,2051,1747,15,9,20,2,5,1,CNF81447867,TKT4280218893,4,GA875,2134.25,18.67,210.9,292.41,100.0,0,0.0,2756.23,7020,24570,0,334,Flown,58.1
266,627,730,627,730,938,512,13,5,36,24,8,1,CNF06357803,TKT7891213974,2,GA378,202.29,23.47,14.4,20.67,0.0,0,0.0,260.83,7129,2495,0,179,Flown,89.4
267,838,1730,838,1730,2969,477,21,14,40,14,6,1,CNF36990558,TKT5575994084,2,GA796,1374.09,29.3,104.77,204.05,0.0,0,0.0,1712.21,7230,19231,0,178,Flown,81.6
268,399,400,399,400,1697,244,11,2,14,12,8,1,CNF29069690,TKT4528986061,1,GA632,51.9,28.38,4.44,6.1,25.0,0,0.0,115.82,7167,2508,0,158,Flown,69.4
269,88,2000,88,2000,2998,687,5,12,39,24,1,2,CNF06567337,TKT4570165276,2,GA783,510.1,28.93,39.43,42.03,25.0,0,0.0,645.49,3538,2122,0,73,Flown,80.5
270,894,1315,894,1315,2526,2536,13,4,11,16,3,3,CNF13681498,TKT0253084376,2,GA989,27.72,12.49,1.19,2.94,25.0,0,2.22,71.56,3147,865,10,391,Flown,70.3
271,149,1900,149,1900,1522,2133,14,17,1,22,6,1,CNF99296444,TKT7725084232,2,GA374,1064.4,7.54,58.39,56.16,0.0,0,0.0,1186.49,2731,7264,0,166,Flown,92.0
272,155,1730,155,1730,1349,2354,12,13,12,8,3,2,CNF42348004,TKT1724155369,2,GA605,86.59,16.72,6.51,11.3,0.0,0,0.0,121.12,4939,1358,0,339,Flown,90.6
273,1040,900,1040,900,1203,779,18,4,59,24,1,1,CNF15855749,TKT0627960242,1,GA193,231.0,29.14,17.59,29.68,0.0,0,0.0,307.41,6670,4002,0,177,Flown,93.9
274,12,745,12,745,2156,2600,18,5,52,19,4,3,CNF57033329,TKT5945231582,1,GA494,668.53,24.4,61.91,44.12,0.0,0,53.48,852.44,691,673,16,300,Flown,72.9
275,895,1945,895,1945,1136,2349,7,5,22,1,7,2,CNF86304029,TKT6629917217,2,GA346,1682.0,10.38,117.86,145.84,0.0,0,0.0,1956.08,1629,17919,0,168,Flown,90.0
