hotel_stay_key,reservation_date_key,arrival_date_key,departure_date_key,customer_key,hotel_property_key,booking_channel_key,confirmation_number,ticket_number,number_of_nights,room_type_code,room_type_name,nightly_rate_usd,extended_room_charge_usd,tax_charge_usd,extra_charges_usd,commission_paid_usd,net_revenue_usd,total_bill_usd,reservation_status,lead_time_days,linked_flight_segment
168,84,92,94,1295,31,3,HCF13744978,HTK5455109736,39,STD,Standard Room,609.89,23785.71,1141.71,167.94,97.58,1122.2,25095.36,Checked-Out,8,True
169,1049,1054,1055,2130,56,5,HCF87371530,HTK3423922833,1,STD,Standard Room,849.75,849.75,72.23,0.0,42.49,807.26,921.98,Checked-Out,5,True
170,497,498,501,121,2,1,HCF79319711,HTK8731174639,3,DLX,Deluxe Room,205.46,616.38,40.06,0.0,0.0,616.38,656.44,Checked-Out,1,True
171,183,187,188,2293,35,1,HCF03883649,HTK2903189548,1,STD,Standard Room,768.93,768.93,69.2,35.65,0.0,768.93,873.78,Checked-Out,4,True
172,579,600,602,194,10,1,HCF93172855,HTK5122810472,2,DLX,Deluxe Room,1032.49,2064.98,113.57,0.0,0.0,2064.98,2178.55,No-Show,21,False
173,109,115,118,165,14,1,HCF80189557,HTK9782505398,3,SUP,Superior Room,421.87,1265.61,88.59,0.0,0.0,1265.61,1354.2,Cancelled,6,True
174,19,51,52,2870,62,2,HCF01731331,HTK9254743458,1,FAM,Family Room,1198.5,1198.5,125.84,0.0,0.0,1198.5,1324.34,Checked-Out,32,False
175,95,112,113,1818,17,1,HCF81309091,HTK7386969657,1,DLX,Deluxe Room,368.27,368.27,18.41,0.0,0.0,368.27,386.68,Checked-Out,17,True
176,2,2,5,148,25,2,HCF76649698,HTK8265488663,3,STD,Standard Room,221.68,665.04,33.25,0.0,0.0,665.04,698.29,Checked-Out,7,True
177,697,734,736,1826,50,2,HCF43910966,HTK9032181677,2,DLX,Deluxe Room,113.29,226.58,21.53,24.05,0.0,226.58,272.16,Cancelled,37,True
178,273,286,290,2625,51,1,HCF49541685,HTK2182075385,4,SUP,Superior Room,828.66,3314.64,314.89,0.0,0.0,3314.64,3629.53,Checked-Out,13,False
179,899,915,916,2559,54,3,HCF73613676,HTK6537008891,1,STD,Standard Room,96.92,96.92,8.24,0.0,7.75,89.17,105.16,Checked-Out,16,False
180,458,466,469,1491,37,2,HCF68489142,HTK5609601342,3,DLX,Deluxe Room,199.19,597.57,53.78,0.0,0.0,597.57,651.35,Checked-Out,8,True
181,276,288,291,2974,5,2,HCF90571984,HTK5688968669,3,DLX,Deluxe Room,105.28,315.84,20.53,121.51,0.0,315.84,457.88,Checked-Out,12,True
182,756,762,766,1146,14,1,HCF60762912,HTK2937947360,4,STD,Standard Room,256.05,1024.2,71.69,0.0,0.0,1024.2,1095.89,Checked-Out,6,False
183,637,648,649,2130,3,2,HCF46141774,HTK6532766952,1,SUP,Superior Room,67.73,67.73,4.4,0.0,0.0,67.73,72.13,Checked-Out,11,False
184,859,889,891,699,44,2,HCF52540545,HTK4653296175,2,SUP,Superior Room,225.66,451.32,31.59,0.0,0.0,451.32,482.91,No-Show,30,True
185,777,778,781,1431,28,2,HCF91503273,HTK7008645694,3,DLX,Deluxe Room,894.7,2684.1,128.84,0.0,0.0,2684.1,2812.94,Checked-Out,1,True
186,513,519,522,856,9,6,HCF17520588,HTK4762522163,3,STD,Standard Room,147.36,442.08,24.31,0.0,53.05,389.03,466.39,Checked-Out,6,False
187,728,747,749,2011,14,5,HCF93589181,HTK6287078285,2,SUP,Superior Room,190.3,380.6,26.64,179.71,19.03,361.57,586.95,Checked-Out,19,True
188,973,991,993,912,21,4,HCF85837421,HTK4090595558,2,SUP,Superior Room,113.59,227.18,11.36,0.0,22.72,204.46,238.54,Checked-Out,18,False
189,603,610,613,2613,31,1,HCF44835031,HTK4281974155,3,STD,Standard Room,793.2,2379.6,114.22,0.0,0.0,2379.6,2493.82,Checked-Out,7,True
190,162,163,168,2964,56,2,HCF77558377,HTK9070484181,5,SUT,Suite,1021.96,5109.8,434.33,40.45,0.0,5109.8,5584.58,Checked-Out,1,True
191,251,266,270,1798,4,6,HCF84924182,HTK6773985702,4,STD,Standard Room,30.05,120.2,7.81,0.0,14.42,105.78,128.01,Checked-Out,15,False
192,468,471,472,2728,43,1,HCF48504811,HTK7735553716,1,DLX,Deluxe Room,279.53,279.53,19.57,0.0,0.0,279.53,299.1,Checked-Out,3,True
193,109,160,161,43,19,2,HCF26949898,HTK0428638210,1,DLX,Deluxe Room,360.55,360.55,18.03,0.0,0.0,360.55,378.58,Checked-Out,51,True
194,881,899,900,75,37,1,HCF91018031,HTK9539619373,1,STD,Standard Room,90.22,90.22,8.12,0.0,0.0,90.22,98.34,Checked-Out,18,False
195,993,996,997,2744,54,1,HCF46264234,HTK7876981510,1,STD,Standard Room,95.1,95.1,8.08,0.0,0.0,95.1,103.18,Checked-Out,3,False
196,815,826,831,1006,30,4,HCF79244657,HTK8319307969,5,DLX,Deluxe Room,401.7,2008.5,96.41,0.0,200.85,1807.65,2104.91,Checked-Out,11,True
197,685,686,692,860,27,4,HCF47833254,HTK9062571614,6,DLX,Deluxe Room,81.31,487.86,23.42,0.0,48.79,439.07,511.28,Checked-Out,1,True
198,884,885,887,181,52,5,HCF86903070,HTK7416671945,2,STD,Standard Room,60.94,121.88,11.58,0.0,6.09,115.79,133.46,Checked-Out,1,False
199,374,411,416,1831,6,1,HCF00870310,HTK9517981578,5,STD,Standard Room,425.17,2125.85,116.92,0.0,0.0,2125.85,2242.77,Checked-Out,37,True
200,887,891,894,1304,5,3,HCF84541955,HTK2687281675,3,DLX,Deluxe Room,131.39,2565.34,166.75,0.0,31.53,362.64,2732.09,Checked-Out,4,True
201,1008,1017,1018,2579,24,3,HCF94204652,HTK1763893034,1,DLX,Deluxe Room,1078.82,1078.82,53.94,0.0,86.31,992.51,1132.76,Checked-Out,9,False
202,551,561,563,2552,20,2,HCF38404274,HTK8716514891,2,SUP,Superior Room,817.64,1635.28,81.76,0.0,0.0,1635.28,1717.04,Checked-Out,10,False
203,425,435,440,515,28,4,HCF57682830,HTK0032351298,5,STD,Standard Room,575.87,2879.35,138.21,154.5,287.94,2591.41,3172.06,Checked-Out,10,True
204,126,140,141,1064,61,2,HCF83468326,HTK6635567255,1,SUT,Suite,165.54,165.54,17.38,0.0,0.0,165.54,182.92,Checked-Out,14,True
205,776,785,787,60,54,1,HCF86869166,HTK5797076595,2,STD,Standard Room,144.33,288.66,24.54,0.0,0.0,288.66,313.2,Checked-Out,9,False
206,867,883,885,2287,50,2,HCF88396865,HTK0168429364,2,DLX,Deluxe Room,120.42,240.84,22.88,24.63,0.0,240.84,288.35,Cancelled,16,False
207,728,745,747,1284,14,1,HCF21575453,HTK2511179448,2,DLX,Deluxe Room,237.7,475.4,33.28,0.0,0.0,475.4,508.68,Checked-Out,17,True
208,886,892,899,437,45,1,HCF01031982,HTK5885755799,7,STD,Standard Room,190.2,1331.4,93.2,0.0,0.0,1331.4,1424.6,Checked-Out,6,False
209,54,62,63,1619,60,2,HCF07163161,HTK7538316866,1,STD,Standard Room,331.84,331.84,34.84,0.0,0.0,331.84,366.68,Checked-Out,8,False
210,542,544,547,945,50,2,HCF68989132,HTK9012015143,3,SUT,Suite,328.63,985.89,93.66,0.0,0.0,985.89,1079.55,Checked-Out,2,False
211,1016,1021,1026,1913,40,2,HCF66526397,HTK7713757842,5,STD,Standard Room,140.51,702.55,52.69,129.37,0.0,702.55,884.61,Checked-Out,5,True
212,772,775,779,127,56,3,HCF14898934,HTK1564337154,4,DLX,Deluxe Room,543.91,2175.64,184.93,0.0,174.05,2001.59,2360.57,Checked-Out,3,False
213,790,816,818,631,4,1,HCF80081602,HTK5134282386,2,STD,Standard Room,31.65,63.3,4.11,0.0,0.0,63.3,67.41,Checked-Out,26,False
214,700,715,716,2693,16,2,HCF22011753,HTK4015931320,1,STD,Standard Room,105.06,105.06,7.35,0.0,0.0,105.06,112.41,No-Show,15,False
215,986,987,990,2103,23,2,HCF28208593,HTK8923438394,3,SUP,Superior Room,976.37,2929.11,146.46,0.0,0.0,2929.11,3075.57,Checked-Out,1,False
216,335,375,376,1881,1,2,HCF19399020,HTK0198356019,1,SUP,Superior Room,114.28,114.28,7.43,0.0,0.0,114.28,121.71,Checked-Out,40,True
217,1005,1006,1008,54,35,1,HCF33585622,HTK2256092320,2,DLX,Deluxe Room,618.7,1237.4,111.37,0.0,0.0,1237.4,1348.77,Checked-Out,1,True
218,135,136,138,173,8,2,HCF92419620,HTK0347356079,2,EXC,Executive Room,374.23,748.46,41.17,15.39,0.0,748.46,805.02,Checked-Out,1,False
219,757,778,780,2399,9,2,HCF74737856,HTK1981929919,2,FAM,Family Room,129.65,259.3,14.26,48.86,0.0,259.3,322.42,No-Show,21,False
220,1003,1010,1012,2503,45,2,HCF93169069,HTK9987104234,2,DLX,Deluxe Room,324.62,649.24,45.45,30.74,0.0,649.24,725.43,Checked-Out,7,True
221,326,327,329,255,44,1,HCF77434104,HTK0018884095,2,SUT,Suite,816.01,1632.02,114.24,0.0,0.0,1632.02,1746.26,Checked-Out,1,True
222,598,616,620,1394,20,2,HCF63454051,HTK9701680287,4,STD,Standard Room,509.14,2036.56,101.83,0.0,0.0,2036.56,2138.39,Checked-Out,18,False
223,427,432,435,1608,52,1,HCF48563009,HTK1043393637,3,STD,Standard Room,49.31,147.93,14.05,154.24,0.0,147.93,316.22,Checked-Out,5,False
224,62,92,93,2032,1,2,HCF41753367,HTK2554717956,1,DLX,Deluxe Room,65.69,65.69,4.27,28.43,0.0,65.69,98.39,Checked-Out,30,False
225,221,253,255,1111,17,6,HCF27987108,HTK9048803452,2,SUT,Suite,440.04,880.08,44.0,0.0,105.61,774.47,924.08,Checked-Out,32,False
226,511,523,524,2378,25,2,HCF16046353,HTK4016520891,1,SUP,Superior Room,183.04,183.04,9.15,0.0,0.0,183.04,192.19,Checked-Out,12,True
227,846,871,874,2304,20,2,HCF70388506,HTK5137783321,3,STD,Standard Room,535.0,1605.0,80.25,0.0,0.0,1605.0,1685.25,No-Show,25,False
228,908,912,919,2981,64,3,HCF70689115,HTK6132657324,7,DLX,Deluxe Room,751.6,5261.2,552.43,0.0,420.9,4840.3,5813.63,Checked-Out,4,False
229,57,68,70,2329,46,3,HCF59710092,HTK0801163526,2,STD,Standard Room,731.99,1463.98,102.48,20.37,117.12,1346.86,1586.83,Checked-Out,11,False
230,152,155,156,173,33,2,HCF13541421,HTK5522825762,1,DLX,Deluxe Room,84.34,84.34,7.59,0.0,0.0,84.34,91.93,Checked-Out,3,False
231,384,392,394,2012,64,3,HCF30318806,HTK0681611811,2,EXC,Executive Room,821.15,1642.3,172.44,0.0,131.38,1510.92,1814.74,Checked-Out,8,True
232,226,244,249,2327,46,3,HCF42085963,HTK3215095283,5,STD,Standard Room,711.89,3559.45,249.16,0.0,284.76,3274.69,3808.61,Checked-Out,18,True
233,635,647,648,2213,40,3,HCF38790332,HTK8207794871,1,STD,Standard Room,60.11,60.11,4.51,0.0,4.81,55.3,64.62,Checked-Out,12,True
234,851,859,862,2139,38,1,HCF21219590,HTK8350110970,3,SUP,Superior Room,96.64,289.92,21.74,10.93,0.0,289.92,322.59,Checked-Out,8,False
235,203,213,214,564,64,2,HCF14802437,HTK0137866724,1,STD,Standard Room,422.63,422.63,44.38,0.0,0.0,422.63,467.01,Checked-Out,10,False
236,668,681,685,1414,60,2,HCF74258738,HTK5441988699,4,EXC,Executive Room,482.26,1929.04,202.55,0.0,0.0,1929.04,2131.59,Checked-Out,13,False
237,314,316,321,1126,50,2,HCF65552282,HTK8451132078,5,DLX,Deluxe Room,138.84,694.2,65.95,0.0,0.0,694.2,760.15,Checked-Out,2,True
238,448,450,451,1201,19,2,HCF16021145,HTK6792865209,1,SUP,Superior Room,343.7,343.7,17.18,41.94,0.0,343.7,402.82,Checked-Out,2,False
239,471,480,485,2137,1,1,HCF41123303,HTK5909511229,5,STD,Standard Room,62.86,314.3,20.43,0.0,0.0,314.3,334.73,Checked-Out,9,False
240,282,288,294,328,23,2,HCF73920988,HTK6281493434,6,DLX,Deluxe Room,916.93,5501.58,275.08,0.0,0.0,5501.58,5776.66,Checked-Out,6,True
241,954,961,964,828,58,3,HCF38111558,HTK5311339897,3,SUP,Superior Room,385.18,1155.54,138.66,0.0,92.44,1063.1,1294.2,Checked-Out,7,True
242,959,963,967,2002,20,2,HCF04918103,HTK6725265298,4,STD,Standard Room,728.28,2913.12,145.66,0.0,0.0,2913.12,3058.78,Checked-Out,4,False
243,497,509,516,1201,12,3,HCF72685422,HTK3529476041,7,DLX,Deluxe Room,266.8,1867.6,130.73,0.0,149.41,1718.19,1998.33,Checked-Out,12,False
244,88,93,94,139,3,1,HCF25108479,HTK0487862228,1,SUP,Superior Room,98.76,98.76,6.42,33.18,0.0,98.76,138.36,Checked-Out,5,True
245,174,178,179,2774,17,2,HCF56522258,HTK6019523760,1,DLX,Deluxe Room,216.65,216.65,10.83,0.0,0.0,216.65,227.48,Checked-Out,4,True
246,880,899,903,50,20,5,HCF08959418,HTK1085958063,4,DLX,Deluxe Room,1028.03,4112.12,205.61,0.0,205.61,3906.51,4317.73,Checked-Out,19,False
247,819,860,864,1039,8,2,HCF76834232,HTK8603780520,4,SUP,Superior Room,356.43,1425.72,78.41,0.0,0.0,1425.72,1504.13,Cancelled,41,False
248,980,982,983,1343,5,1,HCF97556126,HTK2159686831,1,DLX,Deluxe Room,98.12,98.12,6.38,13.86,0.0,98.12,118.36,No-Show,2,True
249,98,127,129,1353,5,3,HCF78212441,HTK4389963258,87,SUP,Superior Room,91.97,8001.39,520.09,0.0,14.72,169.22,8521.48,Cancelled,29,False
250,765,774,776,1218,28,4,HCF97693634,HTK3625625707,2,SUP,Superior Room,801.09,1602.18,76.9,0.0,160.22,1441.96,1679.08,Checked-Out,9,False
251,368,374,377,1497,30,2,HCF77483525,HTK2373729546,3,SUP,Superior Room,337.13,1011.39,48.55,0.0,0.0,1011.39,1059.94,Checked-Out,6,False
252,982,990,992,2925,48,6,HCF37008815,HTK5442951126,2,DLX,Deluxe Room,304.25,608.5,60.85,0.0,73.02,535.48,669.35,Checked-Out,8,False
253,926,929,930,1195,33,1,HCF14179217,HTK9557195689,1,STD,Standard Room,62.36,62.36,5.61,0.0,0.0,62.36,67.97,Checked-Out,3,False
254,345,350,352,1997,35,5,HCF30083699,HTK1988955849,2,STD,Standard Room,717.53,1435.06,129.16,11.98,71.75,1363.31,1576.2,Checked-Out,5,False
255,818,835,838,2454,2,3,HCF70305967,HTK2894411625,3,FAM,Family Room,245.28,735.84,47.83,0.0,58.87,676.97,783.67,Checked-Out,17,False
256,567,568,569,1586,58,4,HCF48805487,HTK4752482821,1,DLX,Deluxe Room,355.31,355.31,42.64,0.0,35.53,319.78,397.95,Checked-Out,1,False
257,323,335,339,901,40,2,HCF06552370,HTK3184984896,4,DLX,Deluxe Room,116.61,466.44,34.98,0.0,0.0,466.44,501.42,Checked-Out,12,True
258,528,537,540,1421,48,2,HCF32639321,HTK3383184773,3,SUP,Superior Room,227.83,683.49,68.35,0.0,0.0,683.49,751.84,Checked-Out,9,False
259,790,827,830,1789,27,1,HCF73798447,HTK5849278882,3,STD,Standard Room,51.98,155.94,7.49,0.0,0.0,155.94,163.43,Checked-Out,37,True
260,679,695,696,1469,21,2,HCF92664573,HTK6760528566,1,DLX,Deluxe Room,106.75,0.0,0.0,0.0,0.0,106.75,0.0,Checked-Out,16,True
261,819,859,864,2080,46,4,HCF41091642,HTK9480173984,5,DLX,Deluxe Room,630.16,3150.8,220.56,0.0,315.08,2835.72,3371.36,Checked-Out,40,False
262,799,802,804,426,1,2,HCF37581928,HTK7016800420,2,STD,Standard Room,84.66,169.32,11.01,0.0,0.0,169.32,180.33,Checked-Out,3,True
263,877,887,890,2867,57,1,HCF95973219,HTK9773373911,3,DLX,Deluxe Room,257.39,772.17,92.66,0.0,0.0,772.17,864.83,No-Show,10,True
264,823,826,829,2119,23,1,HCF77983624,HTK5982313961,3,STD,Standard Room,877.99,2633.97,131.7,0.0,0.0,2633.97,2765.67,Checked-Out,3,True
265,502,505,506,953,61,1,HCF23199077,HTK8950789224,1,STD,Standard Room,91.03,91.03,9.56,0.0,0.0,91.03,100.59,Checked-Out,3,True
266,180,186,187,502,5,1,HCF75598738,HTK4521939032,1,DLX,Deluxe Room,66.21,66.21,4.3,0.0,0.0,66.21,70.51,Checked-Out,6,False
267,242,252,256,1691,60,2,HCF84999688,HTK3127736580,4,SUP,Superior Room,338.41,1353.64,142.13,0.0,0.0,1353.64,1495.77,Checked-Out,10,True
268,316,319,322,2459,52,1,HCF82297643,HTK3268533305,3,STD,Standard Room,44.84,134.52,12.78,22.1,0.0,134.52,169.4,Cancelled,3,False
269,204,249,251,2967,31,2,HCF42182645,HTK0868844285,2,DLX,Deluxe Room,824.23,1648.46,79.13,12.33,0.0,1648.46,1739.92,Checked-Out,45,False
270,136,159,160,197,2,3,HCF32877932,HTK1329546909,1,DLX,Deluxe Room,177.17,177.17,11.52,23.08,14.17,163.0,211.77,Checked-Out,23,False
271,240,247,249,2922,50,2,HCF09812026,HTK6710459023,2,DLX,Deluxe Room,181.11,362.22,34.41,53.44,0.0,362.22,450.07,Checked-Out,7,True
272,197,210,215,1166,11,3,HCF14739960,HTK4450347141,5,STD,Standard Room,93.99,469.95,25.85,0.0,37.6,432.35,495.8,Checked-Out,13,False
273,237,247,248,755,27,1,HCF53382192,HTK8804309347,1,FAM,Family Room,119.04,119.04,5.71,0.0,0.0,119.04,124.75,Checked-Out,10,True
274,640,645,646,2862,11,3,HCF32346555,HTK9757860664,1,STD,Standard Room,58.37,58.37,3.21,36.08,4.67,53.7,97.66,Cancelled,5,False
275,787,795,797,845,37,3,HCF84947393,HTK3913291181,2,STD,Standard Room,136.32,272.64,24.54,0.0,21.81,250.83,297.18,Checked-Out,8,False
276,863,878,879,6,6,3,HCF50947556,HTK9038626124,1,DLX,Deluxe Room,786.21,786.21,43.24,0.0,62.9,723.31,829.45,Checked-Out,15,True
277,595,600,601,2857,1,5,HCF83623668,HTK7070829636,1,STD,Standard Room,104.33,104.33,6.78,0.0,5.22,99.11,111.11,No-Show,5,True
278,279,282,284,2223,45,2,HCF16854276,HTK4468101261,2,STD,Standard Room,221.03,442.06,30.94,0.0,0.0,442.06,473.0,Checked-Out,3,True
279,553,558,565,1485,30,1,HCF14219445,HTK0635281196,7,SUP,Superior Room,216.16,1513.12,72.63,0.0,0.0,1513.12,1585.75,Checked-Out,5,True
280,808,822,823,2672,22,3,HCF62311568,HTK9310789193,1,SUP,Superior Room,149.0,149.0,7.45,0.0,11.92,137.08,156.45,Checked-Out,14,True
281,781,792,794,2613,3,1,HCF79681137,HTK8454810413,2,EXC,Executive Room,161.88,323.76,21.04,105.99,0.0,323.76,450.79,Cancelled,11,False
282,5,17,19,1324,14,5,HCF65798999,HTK9163436135,2,STD,Standard Room,238.19,476.38,33.35,0.0,23.82,452.56,509.73,No-Show,12,False
283,907,910,913,1734,30,1,HCF34138544,HTK8338987528,3,STD,Standard Room,270.58,811.74,38.96,20.52,0.0,811.74,871.22,Checked-Out,3,True
284,945,946,949,1791,17,3,HCF67011430,HTK2179712235,3,SUT,Suite,702.37,2107.11,105.36,0.0,168.57,1938.54,2212.47,Cancelled,1,True
285,537,568,570,1487,58,3,HCF01542398,HTK4021365436,2,SUT,Suite,823.35,1646.7,197.6,0.0,131.74,1514.96,1844.3,Checked-Out,31,False
286,152,167,170,1862,10,2,HCF01387915,HTK0941545409,3,SUP,Superior Room,725.42,2176.26,119.69,0.0,0.0,2176.26,2295.95,Checked-Out,15,False
287,278,284,287,780,50,1,HCF96631391,HTK3822570806,3,STD,Standard Room,128.13,384.39,36.52,0.0,0.0,384.39,420.91,Cancelled,6,True
288,937,954,956,2864,28,2,HCF38003908,HTK5878850801,2,STD,Standard Room,530.86,1061.72,50.96,0.0,0.0,1061.72,1112.68,Checked-Out,17,False
289,202,223,226,1663,37,1,HCF27384620,HTK3545381509,3,DLX,Deluxe Room,125.23,375.69,33.81,0.0,0.0,375.69,409.5,Checked-Out,21,False
290,754,774,777,2152,38,1,HCF45493382,HTK4893874922,3,DLX,Deluxe Room,139.88,419.64,31.47,0.0,0.0,419.64,451.11,Checked-Out,20,True
291,743,749,750,1139,38,2,HCF35206161,HTK1230954926,1,STD,Standard Room,67.69,67.69,5.08,40.72,0.0,67.69,113.49,Checked-Out,6,False
292,556,566,570,1077,31,2,HCF40096316,HTK5855552384,4,STD,Standard Room,643.65,2574.6,123.58,0.0,0.0,2574.6,2698.18,Checked-Out,10,False
293,1044,1048,1051,961,48,1,HCF58769847,HTK1590084516,3,DLX,Deluxe Room,438.83,1316.49,131.65,0.0,0.0,1316.49,1448.14,Checked-Out,4,False
294,843,848,849,513,54,1,HCF73187578,HTK7286172730,1,STD,Standard Room,149.08,149.08,12.67,0.0,0.0,149.08,161.75,No-Show,5,False
295,438,443,444,1276,1,1,HCF91372237,HTK6909822163,1,DLX,Deluxe Room,88.3,88.3,5.74,65.11,0.0,88.3,159.15,Checked-Out,5,True
296,569,589,591,1143,38,1,HCF98244691,HTK1010546940,2,SUP,Superior Room,70.34,140.68,10.55,0.0,0.0,140.68,151.23,Cancelled,20,True
297,764,768,769,2959,27,3,HCF99118639,HTK3253396203,1,SUT,Suite,304.73,304.73,14.63,0.0,24.38,280.35,319.36,In-House,4,True
298,474,482,483,1818,11,5,HCF52369182,HTK6275904992,1,SUP,Superior Room,90.48,90.48,4.98,0.0,4.52,85.96,95.46,Checked-Out,8,False
299,886,920,923,1893,52,3,HCF77911724,HTK3505254196,3,EXC,Executive Room,75.76,227.28,21.59,0.0,18.18,209.1,248.87,Checked-Out,34,False
300,576,578,582,493,44,5,HCF99713199,HTK5563050206,4,SUP,Superior Room,287.59,1150.36,80.53,31.49,57.52,1092.84,1262.38,Cancelled,2,False
301,391,394,395,2266,9,1,HCF66842092,HTK5978551057,1,EXC,Executive Room,245.31,245.31,13.49,0.0,0.0,245.31,258.8,Checked-Out,3,False
302,712,719,721,1299,22,5,HCF10707224,HTK3684192540,2,STD,Standard Room,66.23,132.46,6.62,0.0,6.62,125.84,139.08,Cancelled,7,False
303,93,102,105,2726,49,1,HCF31960385,HTK3602069694,3,STD,Standard Room,153.92,461.76,46.18,0.0,0.0,461.76,507.94,Checked-Out,9,False
304,534,547,549,711,16,1,HCF01781502,HTK7611589074,2,SUT,Suite,249.98,499.96,35.0,0.0,0.0,499.96,534.96,Checked-Out,13,True
305,143,158,159,102,52,3,HCF76869277,HTK2660419083,1,STD,Standard Room,30.22,30.22,2.87,0.0,2.42,27.8,33.09,Checked-Out,15,True
306,608,622,625,464,31,1,HCF86136774,HTK7809292971,3,SUP,Superior Room,685.4,2056.2,98.7,0.0,0.0,2056.2,2154.9,Checked-Out,14,False
307,243,252,259,575,46,1,HCF65051370,HTK0778713897,7,SUT,Suite,1049.27,7344.89,514.14,0.0,0.0,7344.89,7859.03,In-House,9,True
308,567,591,593,1143,2,1,HCF88402128,HTK4919245789,2,DLX,Deluxe Room,302.86,605.72,39.37,23.92,0.0,605.72,669.01,No-Show,24,True
309,758,776,778,1106,2,1,HCF98470839,HTK0030276939,2,STD,Standard Room,298.65,597.3,38.82,0.0,0.0,597.3,636.12,Checked-Out,18,False
310,928,945,949,660,3,6,HCF81983143,HTK6731403908,4,DLX,Deluxe Room,76.6,306.4,19.92,0.0,36.77,269.63,326.32,Checked-Out,17,False
311,171,174,177,985,17,2,HCF40600308,HTK9002769154,3,DLX,Deluxe Room,241.51,724.53,36.23,0.0,0.0,724.53,760.76,Checked-Out,3,False
312,22,40,42,540,27,1,HCF48105123,HTK4137226919,2,STD,Standard Room,100.78,201.56,9.67,12.73,0.0,201.56,223.96,Checked-Out,18,True
313,67,68,69,1354,21,1,HCF44845204,HTK7541211534,1,SUP,Superior Room,114.58,114.58,5.73,0.0,0.0,114.58,120.31,Checked-Out,1,True
314,39,45,48,501,23,3,HCF62866393,HTK4631425939,3,STD,Standard Room,710.23,2130.69,106.53,38.76,170.46,1960.23,2275.98,Checked-Out,6,False
315,419,423,424,1191,5,1,HCF52949341,HTK4370353341,1,STD,Standard Room,71.21,71.21,4.63,0.0,0.0,71.21,75.84,Checked-Out,4,False
316,910,926,927,2702,44,1,HCF33728616,HTK0720289060,1,STD,Standard Room,270.89,2085.29,145.97,0.0,0.0,270.89,2231.26,Checked-Out,16,True
317,595,598,601,315,21,1,HCF66979400,HTK1237638636,3,SUP,Superior Room,71.38,214.14,10.71,0.0,0.0,214.14,224.85,Checked-Out,3,True
318,536,545,548,2991,20,3,HCF63889415,HTK4933264938,3,STD,Standard Room,634.07,1902.21,95.11,0.0,152.18,1750.03,1997.32,Checked-Out,9,True
319,565,574,577,2565,10,2,HCF13905527,HTK9286735992,3,STD,Standard Room,872.79,2618.37,144.01,0.0,0.0,2618.37,2762.38,Checked-Out,9,True
320,531,541,543,35,5,4,HCF69626963,HTK0871632930,2,EXC,Executive Room,90.81,181.62,11.81,0.0,18.16,163.46,193.43,Checked-Out,10,True
321,254,277,282,956,51,2,HCF42861247,HTK1858247511,5,SUP,Superior Room,503.01,2515.05,238.93,0.0,0.0,2515.05,2753.98,In-House,23,True
322,585,595,598,2539,45,1,HCF97508216,HTK5878822141,3,STD,Standard Room,208.81,626.43,43.85,0.0,0.0,626.43,670.28,Checked-Out,10,True
323,298,320,322,222,58,3,HCF79421518,HTK0837038155,2,STD,Standard Room,293.05,586.1,70.33,0.0,46.89,539.21,656.43,Cancelled,22,True
324,1072,1090,1092,1434,44,2,HCF19818506,HTK9057784371,2,SUP,Superior Room,231.18,462.36,32.37,0.0,0.0,462.36,494.73,Cancelled,18,True
325,479,493,494,2184,25,1,HCF63994571,HTK1395202779,1,FAM,Family Room,370.26,370.26,18.51,121.6,0.0,370.26,510.37,Checked-Out,14,False
326,866,871,875,999,41,1,HCF42716561,HTK5514353247,4,SUT,Suite,183.3,733.2,51.32,0.0,0.0,733.2,784.52,Checked-Out,5,False
327,296,314,318,1155,19,2,HCF82288469,HTK6368745702,4,DLX,Deluxe Room,377.5,1510.0,75.5,0.0,0.0,1510.0,1585.5,Checked-Out,18,True
328,19,41,42,733,57,1,HCF63675049,HTK3928362292,1,SUP,Superior Room,309.52,309.52,37.14,0.0,0.0,309.52,346.66,Checked-Out,22,True
329,826,844,846,2235,57,1,HCF43011054,HTK5383694202,2,STD,Standard Room,245.87,491.74,59.01,0.0,0.0,491.74,550.75,Checked-Out,18,False
330,155,172,175,2519,40,1,HCF82602246,HTK0759225103,3,STD,Standard Room,100.97,302.91,22.72,0.0,0.0,302.91,325.63,Checked-Out,17,False
331,779,783,786,2448,38,3,HCF55267588,HTK0141239933,3,SUT,Suite,196.94,590.82,44.31,0.0,47.27,543.55,635.13,No-Show,4,True
332,848,849,850,1354,16,2,HCF68137813,HTK8910759741,1,SUP,Superior Room,184.74,184.74,12.93,40.77,0.0,184.74,238.44,Checked-Out,1,False
333,123,137,141,1198,6,3,HCF15274530,HTK3929362456,4,DLX,Deluxe Room,567.0,2268.0,124.74,0.0,181.44,2086.56,2392.74,Checked-Out,14,False
334,214,219,220,2507,28,2,HCF23292115,HTK3748013347,1,STD,Standard Room,578.37,578.37,27.76,25.56,0.0,578.37,631.69,Checked-Out,5,False
335,1053,1069,1070,2436,28,2,HCF45478753,HTK7656046911,1,EXC,Executive Room,1337.01,1337.01,64.18,0.0,0.0,1337.01,1401.19,Cancelled,16,False
336,622,623,625,119,20,1,HCF53795959,HTK4175560639,2,SUP,Superior Room,474.56,949.12,47.46,43.05,0.0,949.12,1039.63,Checked-Out,1,False
