profile_key,passenger_id,frequent_flyer_num,preferred_seat,preferred_meal,special_assistance,marketing_consent,lifetime_segments_flown,lifetime_miles_earned,customer_segment,scd_effective_date,scd_expiry_date,scd_current_flag,scd_version
205,PAX0000205,FF00000205,No Preference,None,WCHR,False,3,1235,Senior,2022-01-01,9999-12-31,True,1
206,PAX0000206,FF00000206,No Preference,Vegetarian,None,False,6,4180,Leisure,2022-01-01,9999-12-31,True,1
207,PAX0000207,FF00000207,Aisle,Standard,None,True,0,13408,Senior,2022-01-01,2023-03-31,False,1
3207,PAX0000207,FF00000207,Aisle,Standard,None,True,9,31071,Business Traveler,2023-04-01,9999-12-31,True,2
208,PAX0000208,FF00000208,Aisle,Halal,None,False,18,25053,Student,2022-01-01,9999-12-31,True,1
209,PAX0000209,FF00000209,Aisle,Halal,Wheelchair,False,4,31869,Family,2022-01-01,9999-12-31,True,1
210,PAX0000210,FF00000210,No Preference,Child,None,True,3,434,Senior,2022-01-01,9999-12-31,True,1
211,PAX0000211,FF00000211,Aisle,Child,None,True,17,29324,Student,2022-01-01,9999-12-31,True,1
212,PAX0000212,FF00000212,Aisle,Child,None,False,17,1191,Student,2022-01-01,9999-12-31,True,1
213,PAX0000213,FF00000213,Aisle,Halal,None,False,21,28990,Family,2022-01-01,9999-12-31,True,1
214,PAX0000214,FF00000214,No Preference,Vegan,None,True,9,29394,Family,2022-01-01,9999-12-31,True,1
215,PAX0000215,FF00000215,No Preference,Halal,None,False,23,26524,Family,2022-01-01,9999-12-31,True,1
216,PAX0000216,FF00000216,Aisle,Child,None,True,10,140265,Student,2022-01-01,9999-12-31,True,1
217,PAX0000217,FF00000217,No Preference,Halal,None,False,16,17517,Student,2022-01-01,9999-12-31,True,1
218,PAX0000218,FF00000218,Aisle,Child,None,False,14,14791,Leisure,2022-01-01,9999-12-31,True,1
219,PAX0000219,FF00000219,Window,Vegan,Wheelchair,False,3,27253,Business Traveler,2022-01-01,2023-03-31,False,1
3219,PAX0000219,FF00000219,Window,Vegan,Wheelchair,False,23,39703,Student,2023-04-01,9999-12-31,True,2
220,PAX0000220,FF00000220,No Preference,Child,Wheelchair,False,31,79411,Leisure,2022-01-01,9999-12-31,True,1
221,PAX0000221,FF00000221,No Preference,Vegan,None,False,5,22502,Senior,2022-01-01,9999-12-31,True,1
222,PAX0000222,FF00000222,Window,Standard,None,True,2,162997,Business Traveler,2022-01-01,9999-12-31,True,1
223,PAX0000223,FF00000223,No Preference,Child,None,True,47,31452,Senior,2022-01-01,9999-12-31,True,1
224,PAX0000224,FF00000224,No Preference,Standard,None,False,19,37668,Family,2022-01-01,9999-12-31,True,1
225,PAX0000225,FF00000225,Window,Vegetarian,None,False,10,1644,Family,2022-01-01,9999-12-31,True,1
226,PAX0000226,FF00000226,Window,Child,None,True,7,33698,Leisure,2022-01-01,9999-12-31,True,1
227,PAX0000227,FF00000227,Window,Child,None,True,13,14010,Business Traveler,2022-01-01,9999-12-31,True,1
228,PAX0000228,FF00000228,Aisle,Vegan,None,True,34,5494,Senior,2022-01-01,9999-12-31,True,1
229,PAX0000229,FF00000229,Window,Vegetarian,WCHR,False,8,35221,Business Traveler,2022-01-01,2023-03-31,False,1
3229,PAX0000229,FF00000229,Window,Vegetarian,WCHR,False,26,49717,Student,2023-04-01,9999-12-31,True,2
230,PAX0000230,FF00000230,Aisle,Vegan,None,True,14,31378,Business Traveler,2022-01-01,9999-12-31,True,1
231,PAX0000231,FF00000231,Window,None,Wheelchair,False,3,5095,Business Traveler,2022-01-01,9999-12-31,True,1
232,PAX0000232,FF00000232,No Preference,Vegan,None,False,12,27436,Student,2022-01-01,2023-03-31,False,1
3232,PAX0000232,FF00000232,No Preference,Vegan,None,False,29,46169,Family,2023-04-01,9999-12-31,True,2
233,PAX0000233,FF00000233,Window,Halal,None,True,2,36637,Family,2022-01-01,9999-12-31,True,1
234,PAX0000234,FF00000234,Window,Vegan,None,False,7,33056,Student,2022-01-01,9999-12-31,True,1
235,PAX0000235,FF00000235,Aisle,Vegetarian,None,False,21,5580,Business Traveler,2022-01-01,9999-12-31,True,1
236,PAX0000236,FF00000236,No Preference,None,None,True,0,45301,Senior,2022-01-01,9999-12-31,True,1
237,PAX0000237,FF00000237,Window,Vegan,None,False,11,36083,Senior,2022-01-01,2023-03-31,False,1
3237,PAX0000237,FF00000237,Window,Vegan,None,False,27,44827,Student,2023-04-01,9999-12-31,True,2
238,PAX0000238,FF00000238,Aisle,Vegan,None,True,21,48707,Family,2022-01-01,9999-12-31,True,1
239,PAX0000239,FF00000239,Window,Standard,WCHC,False,38,23031,Business Traveler,2022-01-01,9999-12-31,True,1
240,PAX0000240,FF00000240,Window,Standard,None,True,8,15419,Student,2022-01-01,2023-03-31,False,1
3240,PAX0000240,FF00000240,Window,Standard,None,True,27,22860,Student,2023-04-01,9999-12-31,True,2
241,PAX0000241,FF00000241,Aisle,Halal,Wheelchair,True,2,25501,Leisure,2022-01-01,9999-12-31,True,1
242,PAX0000242,FF00000242,Window,Vegetarian,Wheelchair,True,3,76266,Family,2022-01-01,9999-12-31,True,1
243,PAX0000243,FF00000243,No Preference,Vegetarian,None,False,10,26956,Senior,2022-01-01,9999-12-31,True,1
244,PAX0000244,FF00000244,Window,Child,None,True,5,1601,Business Traveler,2022-01-01,9999-12-31,True,1
245,PAX0000245,FF00000245,No Preference,Standard,None,False,0,16514,Leisure,2022-01-01,2023-03-31,False,1
3245,PAX0000245,FF00000245,No Preference,Standard,None,False,12,34406,Leisure,2023-04-01,9999-12-31,True,2
246,PAX0000246,FF00000246,Window,Halal,None,True,1,28006,Family,2022-01-01,9999-12-31,True,1
247,PAX0000247,FF00000247,Window,Vegetarian,None,True,25,64345,Leisure,2022-01-01,9999-12-31,True,1
248,PAX0000248,FF00000248,Aisle,Child,None,False,12,7118,Leisure,2022-01-01,9999-12-31,True,1
249,PAX0000249,FF00000249,No Preference,Vegetarian,None,True,23,65171,Business Traveler,2022-01-01,9999-12-31,True,1
250,PAX0000250,FF00000250,Aisle,Vegan,None,False,2,40116,Senior,2022-01-01,9999-12-31,True,1
251,PAX0000251,FF00000251,No Preference,Vegan,WCHC,False,4,48681,Family,2022-01-01,9999-12-31,True,1
252,PAX0000252,FF00000252,Aisle,Halal,None,False,70,914,Leisure,2022-01-01,9999-12-31,True,1
253,PAX0000253,FF00000253,Window,Vegetarian,None,False,27,29235,Student,2022-01-01,2023-03-31,False,1
3253,PAX0000253,FF00000253,Window,Vegetarian,None,False,44,40394,Senior,2023-04-01,9999-12-31,True,2
254,PAX0000254,FF00000254,Window,Halal,None,True,43,18765,Leisure,2022-01-01,9999-12-31,True,1
255,PAX0000255,FF00000255,Window,Vegan,Wheelchair,True,22,1932,Student,2022-01-01,9999-12-31,True,1
256,PAX0000256,FF00000256,Window,Vegan,None,False,4,2081,Senior,2022-01-01,9999-12-31,True,1
257,PAX0000257,FF00000257,Window,Vegan,None,True,44,50943,Leisure,2022-01-01,9999-12-31,True,1
258,PAX0000258,FF00000258,Window,Halal,None,False,22,83401,Senior,2022-01-01,9999-12-31,True,1
259,PAX0000259,FF00000259,Aisle,Standard,None,False,1,14613,Family,2022-01-01,9999-12-31,True,1
260,PAX0000260,FF00000260,Aisle,Standard,None,True,0,7101,Student,2022-01-01,9999-12-31,True,1
261,PAX0000261,FF00000261,Window,Vegetarian,None,False,3,18995,Business Traveler,2022-01-01,2023-03-31,False,1
3261,PAX0000261,FF00000261,Window,Vegetarian,None,False,19,24390,Leisure,2023-04-01,9999-12-31,True,2
262,PAX0000262,FF00000262,Aisle,Child,None,False,3,3193,Student,2022-01-01,9999-12-31,True,1
263,PAX0000263,FF00000263,No Preference,Standard,Wheelchair,False,2,4779,Senior,2022-01-01,9999-12-31,True,1
264,PAX0000264,FF00000264,No Preference,None,None,True,43,42725,Leisure,2022-01-01,9999-12-31,True,1
265,PAX0000265,FF00000265,No Preference,None,None,False,41,17380,Leisure,2022-01-01,2023-03-31,False,1
3265,PAX0000265,FF00000265,No Preference,None,None,False,48,32486,Leisure,2023-04-01,9999-12-31,True,2
266,PAX0000266,FF00000266,Aisle,Vegetarian,None,False,3,48028,Business Traveler,2022-01-01,9999-12-31,True,1
267,PAX0000267,FF00000267,No Preference,Vegetarian,None,True,4,10673,Senior,2022-01-01,9999-12-31,True,1
268,PAX0000268,FF00000268,Window,Standard,WCHC,True,3,4166,Business Traveler,2022-01-01,9999-12-31,True,1
269,PAX0000269,FF00000269,Window,Vegetarian,None,True,3,13170,Senior,2022-01-01,2023-03-31,False,1
3269,PAX0000269,FF00000269,Window,Vegetarian,None,True,18,28275,Senior,2023-04-01,9999-12-31,True,2
270,PAX0000270,FF00000270,Aisle,Vegan,WCHR,False,13,1938,Family,2022-01-01,9999-12-31,True,1
271,PAX0000271,FF00000271,No Preference,Halal,None,False,2,49668,Family,2022-01-01,2023-03-31,False,1
3271,PAX0000271,FF00000271,No Preference,Halal,None,False,15,67876,Family,2023-04-01,9999-12-31,True,2
272,PAX0000272,FF00000272,Window,Vegetarian,Wheelchair,False,1,12585,Senior,2022-01-01,9999-12-31,True,1
273,PAX0000273,FF00000273,Aisle,Vegan,WCHC,False,23,5049,Business Traveler,2022-01-01,9999-12-31,True,1
274,PAX0000274,FF00000274,Aisle,Standard,Wheelchair,True,1,19880,Leisure,2022-01-01,9999-12-31,True,1
275,PAX0000275,FF00000275,Window,Standard,None,False,4,24862,Senior,2022-01-01,9999-12-31,True,1
276,PAX0000276,FF00000276,Aisle,Halal,None,True,19,4425,Family,2022-01-01,9999-12-31,True,1
277,PAX0000277,FF00000277,Window,Halal,WCHR,True,10,21126,Senior,2022-01-01,9999-12-31,True,1
278,PAX0000278,FF00000278,Aisle,Vegan,WCHC,False,1,29344,Student,2022-01-01,2023-03-31,False,1
3278,PAX0000278,FF00000278,Aisle,Vegan,WCHC,False,21,48747,Leisure,2023-04-01,9999-12-31,True,2
279,PAX0000279,FF00000279,Aisle,Child,None,False,3,20073,Leisure,2022-01-01,9999-12-31,True,1
280,PAX0000280,FF00000280,Window,Halal,None,False,1,18462,Family,2022-01-01,9999-12-31,True,1
281,PAX0000281,FF00000281,Window,Standard,None,True,4,51843,Leisure,2022-01-01,9999-12-31,True,1
282,PAX0000282,FF00000282,Window,None,None,True,0,16269,Business Traveler,2022-01-01,9999-12-31,True,1
283,PAX0000283,FF00000283,Aisle,Halal,None,False,7,38730,Family,2022-01-01,2023-03-31,False,1
3283,PAX0000283,FF00000283,Aisle,Halal,None,False,21,49139,Leisure,2023-04-01,9999-12-31,True,2
284,PAX0000284,FF00000284,No Preference,Standard,WCHC,True,10,33007,Leisure,2022-01-01,9999-12-31,True,1
285,PAX0000285,FF00000285,Aisle,Standard,None,False,18,59459,Family,2022-01-01,9999-12-31,True,1
286,PAX0000286,FF00000286,No Preference,Halal,None,False,4,23167,Family,2022-01-01,9999-12-31,True,1
287,PAX0000287,FF00000287,No Preference,Child,None,True,21,136552,Student,2022-01-01,2023-03-31,False,1
3287,PAX0000287,FF00000287,No Preference,Child,None,True,31,152937,Student,2023-04-01,9999-12-31,True,2
288,PAX0000288,FF00000288,Aisle,Halal,WCHR,False,26,13931,Student,2022-01-01,9999-12-31,True,1
289,PAX0000289,FF00000289,Aisle,Vegetarian,None,False,2,20164,Student,2022-01-01,9999-12-31,True,1
290,PAX0000290,FF00000290,No Preference,Vegetarian,None,True,16,20351,Family,2022-01-01,9999-12-31,True,1
291,PAX0000291,FF00000291,Aisle,Vegetarian,None,True,7,54647,Student,2022-01-01,9999-12-31,True,1
292,PAX0000292,FF00000292,No Preference,Vegetarian,None,False,5,58939,Senior,2022-01-01,2023-03-31,False,1
3292,PAX0000292,FF00000292,No Preference,Vegetarian,None,False,19,75557,Family,2023-04-01,9999-12-31,True,2
293,PAX0000293,FF00000293,Aisle,None,None,True,6,11935,Senior,2022-01-01,2023-03-31,False,1
3293,PAX0000293,FF00000293,Aisle,None,None,True,12,17449,Business Traveler,2023-04-01,9999-12-31,True,2
294,PAX0000294,FF00000294,Aisle,Vegan,None,False,7,43120,Senior,2022-01-01,9999-12-31,True,1
295,PAX0000295,FF00000295,No Preference,Halal,None,False,1,6560,Senior,2022-01-01,9999-12-31,True,1
296,PAX0000296,FF00000296,No Preference,None,None,True,36,5789,Student,2022-01-01,9999-12-31,True,1
297,PAX0000297,FF00000297,Aisle,Vegetarian,None,True,10,25976,Leisure,2022-01-01,9999-12-31,True,1
298,PAX0000298,FF00000298,Aisle,Vegetarian,None,False,8,31047,Business Traveler,2022-01-01,9999-12-31,True,1
299,PAX0000299,FF00000299,No Preference,Halal,Wheelchair,False,3,24133,Student,2022-01-01,2023-03-31,False,1
3299,PAX0000299,FF00000299,No Preference,Halal,Wheelchair,False,14,32591,Senior,2023-04-01,9999-12-31,True,2
300,PAX0000300,FF00000300,No Preference,None,Wheelchair,False,5,32511,Family,2022-01-01,9999-12-31,True,1
301,PAX0000301,FF00000301,No Preference,Child,WCHR,True,1,25380,Senior,2022-01-01,9999-12-31,True,1
302,PAX0000302,FF00000302,Window,Vegan,WCHC,False,2,9798,Family,2022-01-01,9999-12-31,True,1
303,PAX0000303,FF00000303,Aisle,Halal,None,True,2,6057,Senior,2022-01-01,9999-12-31,True,1
304,PAX0000304,FF00000304,Aisle,Child,None,False,20,10093,Family,2022-01-01,9999-12-31,True,1
305,PAX0000305,FF00000305,No Preference,Standard,Wheelchair,False,31,105123,Senior,2022-01-01,9999-12-31,True,1
306,PAX0000306,FF00000306,Window,Vegetarian,WCHR,False,10,4629,Leisure,2022-01-01,9999-12-31,True,1
307,PAX0000307,FF00000307,Window,Halal,None,False,5,47944,Business Traveler,2022-01-01,9999-12-31,True,1
308,PAX0000308,FF00000308,No Preference,Halal,None,True,5,2731,Senior,2022-01-01,9999-12-31,True,1
309,PAX0000309,FF00000309,No Preference,Child,None,True,9,55953,Leisure,2022-01-01,9999-12-31,True,1
310,PAX0000310,FF00000310,No Preference,Halal,None,True,19,5775,Business Traveler,2022-01-01,9999-12-31,True,1
311,PAX0000311,FF00000311,No Preference,Vegetarian,WCHR,True,13,7473,Business Traveler,2022-01-01,2023-03-31,False,1
3311,PAX0000311,FF00000311,No Preference,Vegetarian,WCHR,True,23,23244,Student,2023-04-01,9999-12-31,True,2
312,PAX0000312,FF00000312,Aisle,Vegan,None,False,2,62161,Leisure,2022-01-01,9999-12-31,True,1
313,PAX0000313,FF00000313,Aisle,Halal,WCHC,True,3,9165,Business Traveler,2022-01-01,9999-12-31,True,1
314,PAX0000314,FF00000314,Window,Vegetarian,None,False,0,61361,Leisure,2022-01-01,2023-03-31,False,1
3314,PAX0000314,FF00000314,Window,Vegetarian,None,False,15,68350,Senior,2023-04-01,9999-12-31,True,2
315,PAX0000315,FF00000315,No Preference,Vegan,None,False,18,29611,Family,2022-01-01,9999-12-31,True,1
316,PAX0000316,FF00000316,Window,Halal,None,True,16,4947,Family,2022-01-01,9999-12-31,True,1
317,PAX0000317,FF00000317,No Preference,Standard,WCHC,True,7,12979,Leisure,2022-01-01,9999-12-31,True,1
318,PAX0000318,FF00000318,No Preference,Child,None,False,1,19973,Business Traveler,2022-01-01,9999-12-31,True,1
319,PAX0000319,FF00000319,Aisle,Standard,Wheelchair,False,30,1226,Leisure,2022-01-01,2023-03-31,False,1
3319,PAX0000319,FF00000319,Aisle,Standard,Wheelchair,False,50,18898,Family,2023-04-01,9999-12-31,True,2
320,PAX0000320,FF00000320,No Preference,Standard,WCHC,True,4,6978,Senior,2022-01-01,9999-12-31,True,1
321,PAX0000321,FF00000321,Aisle,None,None,True,3,71721,Business Traveler,2022-01-01,9999-12-31,True,1
322,PAX0000322,FF00000322,Aisle,Standard,WCHC,False,7,18837,Student,2022-01-01,9999-12-31,True,1
323,PAX0000323,FF00000323,Aisle,Vegan,None,True,17,5034,Family,2022-01-01,9999-12-31,True,1
324,PAX0000324,FF00000324,No Preference,Vegetarian,None,False,8,16862,Business Traveler,2022-01-01,9999-12-31,True,1
325,PAX0000325,FF00000325,No Preference,Halal,None,False,10,231705,Student,2022-01-01,2023-03-31,False,1
3325,PAX0000325,FF00000325,No Preference,Halal,None,False,16,241623,Business Traveler,2023-04-01,9999-12-31,True,2
326,PAX0000326,FF00000326,Window,None,None,False,17,15218,Leisure,2022-01-01,9999-12-31,True,1
327,PAX0000327,FF00000327,Window,Child,None,False,21,5615,Student,2022-01-01,9999-12-31,True,1
328,PAX0000328,FF00000328,Window,Halal,None,True,0,6861,Leisure,2022-01-01,9999-12-31,True,1
329,PAX0000329,FF00000329,Window,Halal,None,False,4,21436,Student,2022-01-01,9999-12-31,True,1
330,PAX0000330,FF00000330,No Preference,Vegetarian,None,True,11,72440,Leisure,2022-01-01,2023-03-31,False,1
3330,PAX0000330,FF00000330,No Preference,Vegetarian,None,True,18,90736,Student,2023-04-01,9999-12-31,True,2
331,PAX0000331,FF00000331,No Preference,None,None,False,8,20871,Business Traveler,2022-01-01,9999-12-31,True,1
332,PAX0000332,FF00000332,Window,Halal,WCHR,False,0,1066,Business Traveler,2022-01-01,9999-12-31,True,1
333,PAX0000333,FF00000333,Window,Vegetarian,None,True,9,17297,Business Traveler,2022-01-01,9999-12-31,True,1
334,PAX0000334,FF00000334,Aisle,Vegan,None,False,21,5254,Leisure,2022-01-01,9999-12-31,True,1
335,PAX0000335,FF00000335,Window,Standard,None,True,0,17882,Family,2022-01-01,9999-12-31,True,1
336,PAX0000336,FF00000336,Window,Vegan,None,True,3,1526,Leisure,2022-01-01,9999-12-31,True,1
337,PAX0000337,FF00000337,No Preference,Child,None,False,15,3549,Business Traveler,2022-01-01,9999-12-31,True,1
338,PAX0000338,FF00000338,No Preference,None,None,True,11,9898,Senior,2022-01-01,9999-12-31,True,1
339,PAX0000339,FF00000339,Window,Child,None,True,2,14329,Family,2022-01-01,9999-12-31,True,1
340,PAX0000340,FF00000340,No Preference,Vegan,WCHR,False,19,14932,Student,2022-01-01,9999-12-31,True,1
341,PAX0000341,FF00000341,Window,None,None,False,16,4022,Business Traveler,2022-01-01,9999-12-31,True,1
342,PAX0000342,FF00000342,Window,None,None,True,17,8112,Family,2022-01-01,2023-03-31,False,1
3342,PAX0000342,FF00000342,Window,None,None,True,25,24106,Family,2023-04-01,9999-12-31,True,2
343,PAX0000343,FF00000343,No Preference,Standard,None,True,13,25026,Business Traveler,2022-01-01,9999-12-31,True,1
344,PAX0000344,FF00000344,Window,Vegetarian,None,True,31,14697,Family,2022-01-01,2023-03-31,False,1
3344,PAX0000344,FF00000344,Window,Vegetarian,None,True,39,33295,Leisure,2023-04-01,9999-12-31,True,2
345,PAX0000345,FF00000345,Aisle,Standard,None,False,0,580,Leisure,2022-01-01,2023-03-31,False,1
3345,PAX0000345,FF00000345,Aisle,Standard,None,False,16,10906,Business Traveler,2023-04-01,9999-12-31,True,2
346,PAX0000346,FF00000346,Aisle,None,None,False,21,22316,Senior,2022-01-01,9999-12-31,True,1
347,PAX0000347,FF00000347,Window,Vegetarian,None,True,17,8013,Leisure,2022-01-01,9999-12-31,True,1
348,PAX0000348,FF00000348,Aisle,Standard,None,False,5,916,Senior,2022-01-01,2023-03-31,False,1
3348,PAX0000348,FF00000348,Aisle,Standard,None,False,24,14505,Business Traveler,2023-04-01,9999-12-31,True,2
349,PAX0000349,FF00000349,Aisle,Standard,Wheelchair,True,39,33066,Student,2022-01-01,9999-12-31,True,1
350,PAX0000350,FF00000350,Window,Vegan,None,True,32,9256,Family,2022-01-01,9999-12-31,True,1
351,PAX0000351,FF00000351,Window,Vegan,None,False,11,34042,Senior,2022-01-01,9999-12-31,True,1
352,PAX0000352,FF00000352,Aisle,Vegetarian,None,True,4,56537,Business Traveler,2022-01-01,9999-12-31,True,1
353,PAX0000353,FF00000353,Aisle,Vegetarian,WCHC,True,35,64846,Business Traveler,2022-01-01,9999-12-31,True,1
354,PAX0000354,FF00000354,Aisle,None,None,False,16,9749,Senior,2022-01-01,2023-03-31,False,1
3354,PAX0000354,FF00000354,Aisle,None,None,False,24,18701,Family,2023-04-01,9999-12-31,True,2
355,PAX0000355,FF00000355,Aisle,Vegetarian,None,True,3,99198,Senior,2022-01-01,9999-12-31,True,1
356,PAX0000356,FF00000356,Window,Halal,None,False,0,37768,Family,2022-01-01,9999-12-31,True,1
357,PAX0000357,FF00000357,Window,Standard,None,False,14,29240,Student,2022-01-01,9999-12-31,True,1
358,PAX0000358,FF00000358,Window,None,None,False,55,11213,Business Traveler,2022-01-01,9999-12-31,True,1
359,PAX0000359,FF00000359,Window,Halal,None,False,4,2466,Student,2022-01-01,9999-12-31,True,1
360,PAX0000360,FF00000360,Aisle,Vegan,None,True,7,9075,Business Traveler,2022-01-01,2023-03-31,False,1
3360,PAX0000360,FF00000360,Aisle,Vegan,None,True,19,20804,Leisure,2023-04-01,9999-12-31,True,2
361,PAX0000361,FF00000361,Window,Vegan,None,True,5,53976,Business Traveler,2022-01-01,9999-12-31,True,1
362,PAX0000362,FF00000362,Aisle,None,None,True,32,6164,Leisure,2022-01-01,9999-12-31,True,1
363,PAX0000363,FF00000363,Window,Child,None,False,5,79196,Family,2022-01-01,9999-12-31,True,1
364,PAX0000364,FF00000364,Window,Halal,WCHR,True,0,2907,Business Traveler,2022-01-01,9999-12-31,True,1
365,PAX0000365,FF00000365,No Preference,None,None,True,2,27131,Business Traveler,2022-01-01,9999-12-31,True,1
366,PAX0000366,FF00000366,Window,None,None,True,1,103332,Senior,2022-01-01,9999-12-31,True,1
367,PAX0000367,FF00000367,Aisle,Halal,None,True,7,20885,Family,2022-01-01,9999-12-31,True,1
368,PAX0000368,FF00000368,Aisle,Halal,None,True,3,19100,Business Traveler,2022-01-01,9999-12-31,True,1
369,PAX0000369,FF00000369,No Preference,Standard,None,True,13,41730,Leisure,2022-01-01,9999-12-31,True,1
370,PAX0000370,FF00000370,Window,None,None,True,16,25874,Leisure,2022-01-01,2023-03-31,False,1
3370,PAX0000370,FF00000370,Window,None,None,True,22,41714,Senior,2023-04-01,9999-12-31,True,2
371,PAX0000371,FF00000371,No Preference,Vegetarian,None,True,28,51015,Student,2022-01-01,9999-12-31,True,1
372,PAX0000372,FF00000372,Aisle,None,None,True,16,1716,Leisure,2022-01-01,9999-12-31,True,1
373,PAX0000373,FF00000373,Aisle,Standard,None,False,0,7164,Business Traveler,2022-01-01,2023-03-31,False,1
3373,PAX0000373,FF00000373,Aisle,Standard,None,False,11,13363,Leisure,2023-04-01,9999-12-31,True,2
374,PAX0000374,FF00000374,Window,Vegan,None,True,13,15889,Student,2022-01-01,9999-12-31,True,1
375,PAX0000375,FF00000375,No Preference,Child,WCHR,False,6,64777,Senior,2022-01-01,2023-03-31,False,1
